XCOORD;YCOORD;GEOLAT;GEOLON;UNIT;UNITAREA;U;TH;RHO;K;PVEL;METAM;SIO2;FE2O3;POR;XEUREF;YEUREF
6826770;3631420;61.52642446;29.4670518;14;13371;2.16;8.7;2676;1.7596;5600;0;74.9;2.7624167;0.26;631032.3377;6823940.974
7100612;3409765;63.99384978;25.15260027;28;22880.6;2.95;5.43;2718;1.7762;5820;3;66.3;4.12;0.26;409453.2076;7097680.224
6809080;3505290;61.38993283;27.09579995;18;15883.8;2.41;8.09;2776;1.0043;5980;3;72.3;4.6700139;0.24;504947.9403;6806255.562
7120600;3555870;64.18041131;28.14570804;47;7951.5;2.2;7.74;2719;2.1165;5540;3;68.4;5.53;0.91;555505.5116;7117662.845
7651150;3522400;68.94164922;27.55410129;83;1161.5;1.04;10.7;2728;3.0627;#N/A;4;73;5.0029436;0.63;522048.7654;7648023.489
7059460;3447420;63.632507;25.93585026;35;6197.2;2.36;7.25;2742;1.9173;5990;3;68.2;5.09;0.24;447095.2005;7056543.542
6963280;3345320;62.7409028;23.97010892;15;44421.3;2.3;7.05;2796;1.9588;5470;1;60.6;6.0467232;0.39;345033.4354;6960396.983
7535290;3552400;67.89912498;28.24348216;76;55413.3;0.491;14.1;2603;2.7141;#N/A;0;69.1;2.339506;#N/A;552037.2841;7532204.741
6808880;3363720;61.36422581;24.44846142;28;22880.6;1.44;9.38;2743;2.8303;5340;3;72.3;4.4540595;0.59;363429.086;6806053.298
6910200;3573530;62.29014719;28.41356501;47;7951.5;2.19;8.34;2665;1.9422;4740;3;67.9;4.6880101;1.83;573161.949;6907339.556
6832810;3346750;61.57237486;24.11177095;15;44421.3;1.86;6.75;2710;3.7765;5120;1;65.8;4.5260443;0.68;346464.8095;6829974.523
7017861;3405180;63.2506937;25.10896601;24;16584.2;1.72;7.3;2670;3.9591;5360;1;69.7;3.38;0.54;404871.0065;7014959.052
7486030;3432100;67.4543417;25.4095472;39;24592;0.94;11.5;2617;3.2868;#N/A;0;71.9;1.69;1.48;431779.2088;7482962.692
7102100;3557120;64.01429152;28.16445996;47;7951.5;2.28;7.78;2726;1.7845;5910;3;70;4.52;0.46;556755.2558;7099169.536
7113800;3505390;64.12386881;27.10710747;50;184.6;1.7;7.11;2672;4.1417;5690;0;70.9;4.23;0.57;505043.7273;7110864.739
7196050;3485750;64.8613629;26.6958554;55;612.6;1.25;8.56;2660;4.3658;5000;0;81.4;0.67;0.65;485410.1824;7193085.045
7280350;3563230;65.61160416;28.36809385;76;55413.3;1.42;11.6;2713;1.3861;5760;3;67.1;3.11;0.17;562862.5575;7277355.32
7478500;3398650;67.37730791;24.63540349;45;1560.4;2.27;6.84;2774;2.2576;#N/A;0;54.8;7.97;1.18;398340.7599;7475435.396
7095820;3556760;63.95802755;28.15477557;53;9371.4;2.25;7.65;2734;1.909;5400;3;69.1;4.9;0.46;556395.4507;7092891.804
7037027;3305952;63.38234448;23.1145374;28;22880.6;1.87;9.32;2716;1.8094;5670;3;71.4;4.13;0.48;305678.4265;7034116.833
6833560;3332950;61.57336058;23.85173919;26;1315.8;1.89;5.29;2653;5.0464;6190;0;70.6;2.1505459;0.18;332669.6538;6830724.058
7110260;3539720;64.0898975;27.8108421;53;9371.4;1.44;6.02;2875;4.648;4830;3;55.5;12.6;0.79;539361.4229;7107326.471
7572500;3437430;68.23054016;25.48455215;60;14280.3;2.46;7.04;2629;2.324;4410;0;71.3;1.79;1.89;437108.0523;7569402.475
6863350;3443350;61.87271296;25.92007793;28;22880.6;1.93;6.91;2890;2.573;6000;3;58;13.407169;0.41;443029.759;6860504.837
7345150;3532350;66.19724144;27.7142098;76;55413.3;1.99;6.45;2586;4.2662;5130;0;73.8;0.47;0.75;531993.4229;7342132.181
7278680;3521960;65.60204298;27.47249852;60;14280.3;1.09;7.16;2718;5.4946;5790;0;69.6;2.31;0.92;521607.0389;7275685.964
6988969;3285225;62.94052539;22.76452162;28;22880.6;1.88;8.12;2792;2.2576;5770;3;64.4;6.63;0.36;284959.5474;6986075.854
6996057;3344695;63.03428921;23.92730521;24;16584.2;2.78;3.13;2613;4.3824;#N/A;0;72.3;1;1.62;344408.231;6993162.163
6736200;3426010;60.72903454;25.64090249;15;44421.3;2.46;6.19;2889;1.6351;6230;0;51.5;8.8541304;0.26;425697.4399;6733400.726
6980460;3209270;62.81188783;21.29041055;28;22880.6;1.44;8.58;2775;3.1955;5320;3;60.5;5.9567422;0.19;209031.6172;6977568.841
7382320;3572890;66.52367507;28.63528465;58;2653.2;0.43;12.9;2713;3.0876;#N/A;3;63.1;4.25;#N/A;572519.2268;7379288.841
6773220;3182620;60.94051516;21.13669912;15;44421.3;3.2;3.75;2647;2.5813;5640;1;71.9;1.7906219;0.59;182395.096;6770403.834
6969540;3472950;62.82872831;26.46592792;24;16584.2;1.11;9.92;2642;3.7848;4080;0;73;2.0785611;0.62;472617.3027;6966656.487
7641750;3278500;68.76947334;21.51078902;76;55413.3;1.9;9.48;2714;1.5687;4740;3;69.4;2.98;0.72;278232.9279;7638629.788
7712020;3508750;69.48807375;27.21928149;80;2332.8;3.39;2.28;2588;3.4528;3950;3;74.5;0.23;1.53;508404.3582;7708871.635
6800750;3390630;61.29982359;24.95599673;15;44421.3;1.4;9.75;2755;2.5149;#N/A;0;66.4;3.7971982;0.59;390329.5817;6797926.625
7662630;3536220;69.04308382;27.90277062;85;3786.1;3.73;2.71;2643;1.8924;#N/A;3;72.5;1.4486941;0.46;535864.0078;7659499.126
6713670;3286340;60.47699491;23.11030621;20;4130.1;2.77;6.03;2833;1.1288;6550;3;57.8;5.7047954;0.43;286078.1569;6710877.195
6820700;3316640;61.4507554;23.55807079;28;22880.6;2.35;4.85;2868;2.9797;5670;3;51.1;8.4222216;0.51;316365.6213;6817868.419
6917500;3649850;62.33284586;29.88880578;47;7951.5;2.01;8.92;2700;1.7181;5650;3;71.2;3.959164;0.52;649454.4654;6914637.956
6842050;3355820;61.65869713;24.27500897;26;1315.8;2.19;6.57;2712;2.8884;6160;3;64.9;4.0041545;0.28;355531.4342;6839211.346
7343640;3496700;66.18532652;26.92295793;76;55413.3;0.38;14;2646;2.7141;4700;3;72;1.36;0.53;496355.9408;7340622.725
7393600;3592420;66.61956072;29.08262029;65;1173.7;2.03;7.27;2830;2.2327;#N/A;3;61.7;8.93;#N/A;592042.427;7390564.751
7165700;3530700;64.5880749;27.63731359;53;9371.4;2.31;7.54;2748;1.66;6020;3;67.3;5.69;0.24;530344.2249;7162746.292
7151636;3596878;64.44958052;29.00892299;67;6997.8;1.35;10;2688;2.7722;5930;1;70;2.43;0.64;596498.6992;7148687.938
7067580;3535650;63.70750645;27.71756853;76;55413.3;0.97;11.4;2790;2.2742;6140;3;57;7.86;0.44;535293.4403;7064661.873
6851140;3349380;61.73769183;24.14608918;25;2327.6;2.39;6.85;2764;1.8592;5930;3;62.3;4.9669512;0.37;349093.6059;6848297.985
7006718;3596763;63.15036609;28.91624369;76;55413.3;1.88;8.38;2661;2.6477;5190;0;77.2;3.31;0.42;596385.406;7003822.583
7312430;3547470;65.90194944;28.03773678;64;954.6;2.08;8.46;2759;1.5438;5640;0;66.9;7.61;0.86;547108.1078;7309423.837
6980230;3289070;62.8645759;22.85113301;15;44421.3;2.34;8.44;2676;1.2616;5630;1;70.1;2.8164053;0.42;288803.2966;6977340.054
6887950;3532200;62.09633226;27.61320682;15;44421.3;1.51;9.49;2707;2.5979;5200;1;65;3.7971982;0.4;531847.1149;6885097.151
6978850;3544230;62.91061114;27.86683923;76;55413.3;0.776;12.6;2667;2.5232;5790;3;68;2.789411;0.31;543871.6019;6975964.154
6957600;3447520;62.71884365;25.9708173;15;44421.3;2.33;6.81;2783;1.9505;5270;1;62.5;6.1816947;0.41;447196.7167;6954720.516
6982108;3590724;62.93124854;28.78297538;41;1291.9;2.88;6.06;2683;1.494;5400;1;67.8;3.13;0.63;590348.9273;6979221.542
7127388;3575277;64.23760016;28.54815546;67;6997.8;0.43;13.2;2637;3.1706;5590;3;72;1.76;0.63;574905.5291;7124448.517
6905760;3204420;62.14113263;21.3242541;28;22880.6;2.9;5.46;2737;1.5936;5870;3;62.3;5.5698239;0.39;204184.5938;6902895.822
7368200;3406550;66.39152866;24.9055746;53;9371.4;2.13;7.46;2758;2.1248;5000;2;69.7;6.25;0.72;406237.7742;7365174.015
6852130;3316760;61.7323366;23.52893305;24;16584.2;1.85;7.25;2617;3.7599;5760;1;76.8;1.079772;0.49;316485.1627;6849287.103
6699050;3367790;60.38086105;24.59962279;15;44421.3;1.23;9.78;2629;3.5275;5710;1;72.1;1.259734;0.32;367498.9184;6696263.544
7327390;3548520;66.03593074;28.06634876;60;14280.3;1.74;9.92;2701;1.6517;5500;3;72.7;3.13;0.46;548157.7602;7324378.509
7106372;3620471;64.03643064;29.46216398;74;2743.7;2.19;6.93;2710;2.573;4450;3;64.4;5.65;1.74;620083.5752;7103440.444
6806930;3357030;61.34434235;24.32501266;15;44421.3;2.18;7.46;2790;1.8177;5810;1;58.3;5.938746;0.4;356741.4934;6804103.89
7718960;3493060;69.55032817;26.81769773;80;2332.8;0.65;14.6;2688;1.2533;5280;3;70.8;2.71;0.62;492720.0328;7715809.338
7190230;3465050;64.80763199;26.26079494;15;44421.3;2.35;5.44;2770;2.9299;5580;0;60.6;6.74;0.37;464717.6223;7187266.911
7216361;3606020;65.02697778;29.24632187;76;55413.3;0.68;13.1;2695;2.2327;5810;3;71.8;2.17;0.51;605637.3108;7213389.432
6873970;3498300;61.97224326;26.964334;15;44421.3;1.55;9.36;2699;2.5813;5490;1;69.6;3.3652894;0.42;497959.6516;6871121.734
7027172;3388055;63.32922639;24.76187308;15;44421.3;1.9;7.86;2779;2.3323;5920;1;62.5;6.1;0.33;387752.0644;7024266.502
7483070;3615150;67.41333712;29.68218177;76;55413.3;2.15;6.71;2676;3.0046;4390;0;69.6;3.6622267;0.79;614764.8095;7480002.877
6652630;3317090;59.94517898;23.72355569;15;44421.3;1.94;8.17;2713;2.3157;5990;1;67.8;3.6622267;0.15;316817.6448;6649860.119
6852350;3354710;61.75059783;24.245857;25;2327.6;1.99;8.47;2680;2.1248;5620;3;68.5;2.3305079;0.5;354421.6811;6849507.632
6983530;3249520;62.86909997;22.07204311;28;22880.6;1.92;8.41;2723;2.1414;6280;3;68.5;4.9039645;0.33;249267.3055;6980638.285
6999130;3505200;63.09518111;27.09955858;76;55413.3;1.27;12.2;2685;1.3197;5950;3;68.4;2.9;0.44;504855.2731;6996236.244
7156750;3531750;64.507705;27.65729738;47;7951.5;2.09;7.84;2719;2.1082;5920;3;67.1;4.75;0.44;531393.8859;7153799.544
7212800;3441050;65.00664925;25.74638177;53;9371.4;2.07;7.81;2735;2.0999;5650;3;69.7;4.8;0.42;440725.9564;7209828.741
7467550;3597480;67.28060769;29.25725333;67;6997.8;0.376;13.8;2631;2.8552;4410;0;71;1.5026827;1.15;597100.9457;7464488.54
7105770;3547970;64.04858669;27.97855;68;1730.9;1.53;3.87;2577;7.2957;4570;1;73.6;0.18;0.69;547608.5052;7102838.151
6907690;3609480;62.25887421;29.10425375;47;7951.5;1.85;9.05;2706;1.9256;5870;3;68.2;4.8409778;0.55;609099.0714;6904830.928
6868640;3286550;61.86447207;22.93928549;26;1315.8;1.95;7.34;2758;2.6477;5700;3;65.2;5.7047954;37;286285.7847;6865790.597
7625220;3495570;68.71005311;26.8864782;77;11958.7;0.942;11.5;2679;2.739;4940;4;77.6;2.609449;0.64;495228.077;7622102.879
7189178;3596592;64.78619064;29.02791494;76;55413.3;0.64;13.5;2710;1.9256;5790;0;65.8;3.97;0.37;596212.6867;7186216.215
7451900;3457700;67.15313746;26.02010647;39;24592;1.71;7.26;2645;3.9093;#N/A;0;69.9;2.33;1.32;457370.1163;7448844.56
6896440;3592610;62.16251918;28.77377279;47;7951.5;2.09;7.53;2742;2.1746;5740;3;66.9;5.578822;0.33;592235.35;6893584.808
6900240;3631780;62.18493018;29.52749095;47;7951.5;1.83;9.08;2709;1.9007;4960;0;70.7;5.1739075;0.93;631391.1861;6897384.004
6857410;3394360;61.80898807;24.99298682;24;16584.2;1.77;5.61;2724;4.5401;6080;0;60.1;5.2638885;0.34;394057.4788;6854566.287
6954310;3680240;62.64910311;30.51272976;67;6997.8;0.828;10.5;2643;3.9259;4440;0;73.2;1.5116808;0.63;679832.8339;6951435.003
6795210;3317240;61.22270251;23.59421444;30;743.3;2.41;5.53;2887;2.075;6160;3;53.3;8.6021836;0.22;316965.8491;6792387.558
6915750;3554820;62.34313424;28.05486803;47;7951.5;2;8.51;2716;1.8011;5650;3;71.6;4.768993;0.39;554458.6452;6912887.272
7297150;3611268;65.7492062;29.42348181;76;55413.3;1.27;8.65;2644;4.0587;#N/A;3;72.2;1.28;0.59;610883.5473;7294149.263
7100700;3428350;63.99897417;25.5321596;15;44421.3;1.6;6.12;2701;4.7227;6030;0;62;5.47;0.24;428031.577;7097768.402
6928150;3501550;62.45838444;27.02672126;28;22880.6;2.04;8.29;2700;1.9256;4830;3;67.7;4.4810538;0.97;501207.7191;6925281.963
7301140;3407040;65.79067603;24.96521615;68;1730.9;0.38;12.3;2704;3.486;5690;0;67.2;3.34;0.57;406727.646;7298137.713
6785590;3389710;61.16360587;24.94772321;18;15883.8;0.957;10.4;2695;3.3449;#N/A;3;64;5.5338315;1.02;389410.0769;6782772.002
7151658;3642676;64.43371647;29.9590453;76;55413.3;1.34;12;2711;1.0375;6190;0;69.7;3.26;0.35;642280.2892;7148710.218
7004520;3438570;63.13831198;25.7784961;15;44421.3;2.48;3.95;2688;3.9508;5170;1;65.3;4.56;0.55;438249.0618;7001623.231
6983480;3547850;62.95168959;27.93937961;53;9371.4;1.71;7.36;2760;3.1872;5740;3;67.3;5.29;0.5;547490.2322;6980592.526
7244082;3592342;65.27953822;28.97465986;76;55413.3;0.79;12.5;2667;2.3821;#N/A;3;73.4;1.64;0.58;591964.2079;7241100.368
6977460;3440640;62.89593816;25.82930549;16;2751.9;2.03;4.45;2971;3.5026;6090;1;45.6;11.787511;0.35;440318.7899;6974573.124
6961420;3590040;62.7458962;28.75839823;47;7951.5;2.07;7.5;2710;2.3323;#N/A;3;68.5;5.2908828;1.2;589665.4812;6958541.126
6740450;3268790;60.70700933;22.76068033;19;2296.7;2.4;6.81;2737;1.8011;6130;3;67.7;4.5800329;0.32;268534.1468;6737647.051
6975110;3577640;62.87150317;28.5222129;16;2751.9;1.79;8.43;2795;2.0003;3740;0;57.9;7.2704648;1.15;577269.6964;6972225.961
7354040;3555550;66.27371823;28.23292852;39;24592;1.12;12.7;2696;1.1703;#N/A;3;71.3;2.82;0.49;555185.2498;7351019.019
7002630;3261948;63.04819961;22.28791652;28;22880.6;1.01;10.5;2727;2.9299;5540;0;64.6;5.63;0.33;261690.5277;6999731.641
7162420;3553160;64.55589239;28.10492824;47;7951.5;2.09;7.61;2734;2.0584;4670;3;68.6;5.01;0.71;552796.2039;7159467.702
7075492;3612572;63.76228904;29.27810177;76;55413.3;1.02;12;2670;2.075;5710;3;70;2.25;0.55;612187.7464;7072571.621
7699300;3533450;69.37212453;27.84609274;85;3786.1;1.2;9.26;2722;3.3283;4290;3;67.8;5.7767802;0.62;533095.4102;7696155.921
6679340;3286860;60.16985278;23.1561017;18;15883.8;2.38;6.13;2796;2.0418;6600;3;59;7.1804838;0.17;286598.2774;6676559.958
6965720;3591940;62.78398677;28.79789876;41;1291.9;2.63;2.96;2603;4.6563;4380;1;75.5;0.49759493;0.61;591564.7394;6962839.57
6969460;3615140;62.81097637;29.25460932;47;7951.5;1.81;8.73;2775;1.7845;4930;3;71.2;4.8139835;0.39;614756.3269;6966578.457
6830870;3285070;61.52556992;22.95580103;15;44421.3;2.47;5.85;2824;1.8675;5960;1;58;6.5236225;0.37;284806.8616;6828034.342
7734450;3581520;69.6767481;29.09819102;85;3786.1;1.51;7.87;3039;2.0916;5530;3;55.1;12.2;0.42;581148.8274;7731292.728
6970250;3531340;62.83478685;27.6116469;76;55413.3;1.17;10.9;2686;2.3655;#N/A;3;64;3.9861583;#N/A;530986.2933;6967367.087
7095590;3467500;63.95902324;26.33326251;35;6197.2;1.9;5.8;2920;3.0295;5900;3;52.1;10;0.3;467167.5935;7092660.723
6955730;3574230;62.69839001;28.44668833;47;7951.5;1.94;8.54;2714;1.8509;4490;3;70.6;4.679012;0.81;573861.2114;6952852.957
7357830;3498330;66.31259196;26.95891318;76;55413.3;0.54;12.4;2613;3.3532;4190;3;74.6;0.94;0.87;497985.3653;7354807.659
7046845;3367800;63.49861289;24.34172552;15;44421.3;2.93;3.71;2775;2.3904;5880;1;62.6;5.92;0.4;367504.12;7043932.168
6963710;3208260;62.66155051;21.29970534;28;22880.6;1.41;9.21;2760;2.573;5570;3;66.7;5.6328106;0.35;208022.2828;6960824.853
6996180;3519050;63.06825874;27.37342971;53;9371.4;2.63;6.67;2708;1.3529;5930;3;72.8;2.55;0.4;518700.3992;6993287.505
6937050;3605960;62.523147;29.0544939;47;7951.5;1.61;9.11;2752;2.1248;5170;3;68.8;5.1649094;7.7;605580.0047;6934180.213
7588650;3350650;68.34275243;23.36924245;39;24592;0.54;12;2589;3.7516;5070;0;74.5;0.85;1.55;350357.9675;7585547.675
6979150;3584200;62.90628413;28.65308918;47;7951.5;1.67;8.9;2738;2.1663;3750;3;69.2;5.39886;0.59;583827.2973;6976264.553
6974040;3621290;62.85005009;29.37840861;47;7951.5;1.68;9.49;2742;1.6849;6170;3;70.3;5.128917;0.29;620904.0415;6971156.847
7134000;3453660;64.30194839;26.03903845;15;44421.3;1.87;6.89;2813;2.739;5390;0;55.9;8.04;0.43;453332.1323;7131056.615
7005730;3498440;63.15442318;26.96564731;38;659.2;1.21;9.72;2648;3.2619;5250;0;73.2;1.61;0.48;498097.5809;7002833.707
6848110;3626680;61.71933157;29.39277852;14;13371;1.72;5.87;2613;4.8804;5010;1;73;1.2687321;0.6;626293.7979;6845273.029
6714520;3254680;60.46659223;22.53526022;18;15883.8;1.72;9.75;2715;1.5023;6090;3;74.8;3.5812438;0.64;254429.6271;6711726.545
7233022;3623777;65.17012115;29.63747191;76;55413.3;0.57;13.4;2674;2.1663;#N/A;3;72.7;1.51;0.57;623387.9612;7230044.403
6993170;3426250;63.03420547;25.53940657;15;44421.3;2.86;4.48;2721;2.2244;5760;1;65.5;5.01;0.37;425933.7549;6990277.217
7030571;3328314;63.3359891;23.5677841;28;22880.6;2.03;7.87;2705;2.075;5470;3;68.9;4.51;0.17;328032.565;7027663.539
7034574;3594048;63.40085393;28.8785918;76;55413.3;0.55;13.9;2666;1.8841;5390;0;70.9;2.29;0.81;593670.9759;7031668.416
6796880;3349050;61.25124915;24.18418256;15;44421.3;1.18;10.2;2779;2.3157;5790;1;62.7;5.3448714;0.44;348764.4687;6794057.413
7080130;3428350;63.81451091;25.54176963;15;44421.3;1.68;7.58;2715;3.1789;5990;0;67.6;3.77;0.42;428031.8566;7077205.863
6852640;3456370;61.77834077;26.17009901;28;22880.6;1.84;8.27;2742;2.0999;5630;3;68.5;4.5440405;0.35;456045.1709;6849798.961
6977510;3603350;62.88666592;29.02855333;76;55413.3;0.49;12.3;2645;3.3117;#N/A;3;67.9;2.7264243;#N/A;602970.4681;6974625.365
7476820;3602900;67.36183991;29.39112727;76;55413.3;1.04;11.8;2664;2.075;#N/A;0;65.4;2.69943;#N/A;602519.0893;7473755.193
6770810;3252680;60.96897019;22.42787101;15;44421.3;1.89;7.66;2844;1.9173;5850;0;52.7;6.658594;0.51;252429.5889;6767995.671
7035691;3577717;63.41479178;28.55248704;76;55413.3;0.92;12.1;2636;2.3074;3890;3;73.5;1.28;0.66;577345.8523;7032784.889
7771390;3520860;70.01956977;27.54230352;81;918.4;1.95;7.29;2767;2.3738;4640;0;64;6.59;0.57;520510.9465;7768220.262
6961620;3574550;62.7511537;28.45553363;47;7951.5;2.01;7.37;2745;2.2493;5690;3;69.1;5.1109208;0.73;574181.0192;6958740.84
7326246;3591584;66.01618722;29.01480741;62;1864.4;2.45;7.74;2769;0.65819;5820;2;55.8;10.6;1.29;591206.5504;7323234.874
6985737;3597894;62.96193616;28.92619873;67;6997.8;1.62;8.33;2727;2.6892;4750;0;63.9;4.05;0.51;597516.317;6982849.293
7650620;3524680;68.93670415;27.61080121;80;2332.8;1.26;11.9;2693;1.2118;#N/A;3;78.9;3.329297;0.32;524327.9505;7647493.651
7540100;3590400;67.93287845;29.15157686;76;55413.3;0.524;15.1;2692;0.8715;#N/A;3;73.3;3.4552704;#N/A;590023.8536;7537012.651
6803700;3458800;61.33948752;26.22713916;15;44421.3;1.39;8.34;2758;3.154;5760;0;62.9;5.2998809;0.42;458474.8579;6800876.877
7009782;3378410;63.17020481;24.5826102;15;44421.3;2.65;4.72;2683;2.7224;5910;1;68.2;3.58;0.43;378110.949;7006882.732
6952420;3553700;62.67225585;28.04469654;47;7951.5;1.5;9.14;2725;2.407;5040;3;67.7;5.2638885;0.54;553338.5849;6949543.834
6762280;3265680;60.90055747;22.67758228;15;44421.3;1.97;6.87;2670;3.0627;5580;0;71.2;2.8164053;0.26;265424.9814;6759468.963
7102848;3352308;63.99420746;23.97793078;28;22880.6;2.62;5.43;2799;1.7181;6020;0;61.7;6.38;0.37;352016.6805;7099914.689
6822620;3292390;61.45571274;23.10230661;15;44421.3;4.23;0.63;2621;1.7181;3990;1;76.2;0.53178771;0.66;292124.3569;6819787.383
7653200;3560500;68.95429498;28.50482151;85;3786.1;0.839;10.8;2727;2.9714;4060;3;69.8;6.0377251;0.8;560135.2586;7650072.264
7031154;3343653;63.34824748;23.87298257;28;22880.6;1.9;8.82;2701;1.6517;5580;3;79.1;2.29;0.31;343366.0778;7028246.554
7603800;3510570;68.51786732;27.25432329;77;11958.7;0.906;10.6;2809;2.5481;4590;4;72.9;5.1469132;1.05;510222.4629;7600690.528
6915640;3341550;62.31247377;23.94060202;26;1315.8;1.89;6.93;2659;3.2785;5590;0;70.6;2.8973882;0.58;341265.4712;6912774.333
7123916;3368451;64.18947222;24.28907625;26;1315.8;2.3;6.34;2774;2.0252;6070;3;60.4;8.29;0.38;368153.5811;7120975.306
6903100;3576570;62.22585472;28.4690179;47;7951.5;2.18;7.55;2724;1.7015;5980;3;70.5;4.5440405;0.39;576200.9844;6900242.181
7087232;3414322;63.87503559;25.25315343;15;44421.3;3.02;3.99;2698;2.1497;5530;1;67.2;3.66;0.35;414008.7774;7084305.116
7205610;3526650;64.94637018;27.5601346;39;24592;0.73;10.7;2612;3.9176;4700;1;74.1;0.84;0.9;526295.5161;7202641.97
6907590;3618670;62.25518609;29.28093777;47;7951.5;1.66;9.26;2705;1.9588;4750;3;69.8;4.9399569;0.69;618285.7733;6904731.096
7633100;3501880;68.78072915;27.04227392;77;11958.7;0.621;11.4;2724;3.1291;4760;4;68.5;5.6867992;1.02;501535.9234;7629980.009
6952460;3446220;62.67254663;25.94705256;15;44421.3;1.82;6.05;2770;3.5524;5660;1;60.6;6.9465332;0.64;445897.2867;6949582.384
6852010;3643870;61.74823333;29.72058122;15;44421.3;2.38;6.05;2634;2.6892;5850;1;72.2;1.169753;0.36;643477.4777;6849171.821
7135430;3442960;64.3131551;25.81747412;35;6197.2;1.45;9.94;2791;1.6019;5480;4;70.7;5.16;0.77;442635.9204;7132486
7134000;3459700;64.30271429;26.16380994;35;6197.2;1.53;10.1;2682;1.7845;5950;3;70.7;2.47;0.39;459369.9779;7131056.675
6953400;3443350;62.68054704;25.89073616;15;44421.3;1.82;6.53;2929;2.4817;5650;1;53.1;10.347815;0.58;443028.3039;6950521.997
7155550;3451420;64.49490911;25.98565732;39;24592;2.18;6.07;2607;3.3449;4240;0;76.6;0.61;0.72;451092.6767;7152598.886
7220500;3518170;65.08048379;27.38265093;39;24592;2.2;6.06;2620;3.2287;5710;0;74.1;0.73;0.38;517818.474;7217526.613
6978100;3574930;62.89888464;28.4703256;41;1291.9;1.2;9.09;2631;3.6769;4910;0;74.2;1.439696;0.42;574560.6177;6975214.832
6938510;3231700;62.4542104;21.79466053;15;44421.3;2.09;5.39;2736;3.4362;6160;1;56.5;5.3718657;0.75;231454.3864;6935634.329
6927920;3220660;62.35148478;21.59883513;26;1315.8;2.31;6.57;2778;1.7679;6480;3;61.3;6.4336415;0.26;220418.4934;6925048.04
6924200;3467500;62.42151035;26.36773281;24;16584.2;0.898;9.62;2642;4.0421;5070;1;72.3;2.2225307;0.46;467170.0784;6921332.931
6942700;3586770;62.57879727;28.68488662;47;7951.5;1.65;9.06;2722;1.992;4600;3;68.9;4.9309588;0.62;586396.8886;6939827.898
7551500;3441350;68.04315635;25.59077133;39;24592;1.99;7.66;2629;2.5564;3320;0;67.8;2.5644585;2.09;441026.4857;7548409.854
6926550;3486120;62.44376485;26.72787858;28;22880.6;1.35;8.98;2767;2.656;6410;4;59.4;10.527777;0.41;485783.3166;6923682.333
7298608;3592535;65.76820569;29.01619273;76;55413.3;0.75;13.3;2700;1.4359;5810;3;69.1;3.24;0.3;592157.2051;7295606.713
7170154;3607796;64.61228283;29.24915617;76;55413.3;0.9;9.86;2629;3.9093;5510;0;73.9;1.2;0.88;607412.7014;7167199.165
7626900;3535600;68.72289224;27.87450185;77;11958.7;0.727;11.3;2823;2.3821;#N/A;4;70.8;5.8667612;#N/A;535243.8264;7623781.973
6884670;3407050;62.05678123;25.21936481;24;16584.2;1.06;9.44;2638;3.7184;4110;1;72.7;2.9783711;0.82;406742.4875;6881816.587
7591580;3515350;68.40809686;27.36943988;77;11958.7;0.852;11.4;2757;2.2576;5300;4;73.8;4.6700139;0.71;515000.6735;7588474.854
7452050;3552880;67.15285992;28.2160371;65;1173.7;1.44;8.53;2753;2.7722;5820;3;71.3;5.88;0.39;552516.4787;7448994.129
7081100;3458190;63.82805665;26.14724984;15;44421.3;1.94;8.28;2794;1.3944;6260;0;60.5;7.36;0.24;457861.088;7078175.859
6895040;3223480;62.0598339;21.7048789;16;2751.9;3.11;2.88;2869;1.8177;6160;0;55.9;7.6123926;0.55;223237.9485;6892179.977
6994740;3568000;63.04948671;28.34089475;53;9371.4;2.07;6.84;2754;2.2659;4070;3;65.4;6.02;0.55;567632.838;6991848.649
7159440;3567430;64.52664227;28.40102763;76;55413.3;0.74;12.2;2728;2.0833;5190;0;66.7;3.69;0.63;567061.175;7156488.888
6905970;3559250;62.25472587;28.13704331;24;16584.2;1.34;7.73;2659;4.067;4940;1;68.8;3.2573122;0.49;558887.1399;6903110.916
7096746;3610401;63.9534909;29.24931369;68;1730.9;1.72;11;2647;0.67728;4530;0;72.3;1.77;0.94;610017.2712;7093817.802
