XCOORD;YCOORD;GEOLAT;GEOLON;UNIT;UNITAREA;U;TH;RHO;K;PVEL;METAM;SIO2;FE2O3;POR;XEUREF;YEUREF
7371240;3361040;66.40176785;23.88562935;60;14280.3;1.79;9.75;2678;2.7971;4980;3;80.5;3.77;0.84;360743.6976;7368212.714
7095619;3339950;63.92399359;23.73339566;28;22880.6;2.2;8.33;2740;2.3821;5990;3;67.9;5.27;0.35;339663.2223;7092688.153
6905000;3582300;62.24168666;28.58003863;47;7951.5;2.1;8.53;2764;2.3821;5870;3;60.6;6.9105408;0.76;581928.9185;6902141.554
6814510;3248700;61.35732208;22.29667007;15;44421.3;2.61;7.51;2790;1.6019;6060;0;59.5;5.5968182;0.21;248450.3621;6811679.671
7598490;3467700;68.46858372;26.20749002;77;11958.7;0.76;12.6;2672;3.5441;3730;4;74.9;3.6082381;1.09;467367.7104;7595382.843
6988068;3310973;62.94674912;23.27153831;28;22880.6;2.33;8.55;2746;1.8177;5960;3;68.7;4.39;0.52;310698.3625;6985175.557
6719600;3343090;60.55624342;24.13615293;19;2296.7;2.96;5.56;2762;2.1995;6240;1;59.8;4.9849474;0.15;342807.6605;6716805.575
7086820;3542130;63.87937083;27.85381467;76;55413.3;2.3;9.38;2674;1.6683;4780;3;71.8;2.26;0.58;541770.8288;7083894.957
6945690;3372040;62.59353142;24.5055761;15;44421.3;2.27;8.42;2747;2.0584;5180;1;64;5.2009018;0.53;371744.0876;6942813.839
6967680;3573600;62.80569776;28.43959817;47;7951.5;1.74;9.2;2757;2.8801;4600;3;64.4;6.2806738;0.67;573231.2633;6964798.629
6940470;3655070;62.53653245;30.01001839;53;9371.4;2.44;7.46;2751;2.2659;6000;0;65.5;7.2614667;0.72;654672.2951;6937599.637
7690040;3267650;69.19127015;21.12977849;87;158.8;2.37;7.98;2721;2.2327;4730;3;70.2;2.28;0.54;267386.8623;7686903.136
7742750;3525440;69.76246025;27.65428979;83;1161.5;2.2;7.87;2755;2.5896;5340;3;68.1;5.4;0.35;525088.8694;7739590.433
7023174;3213925;63.19690489;21.30720113;28;22880.6;0.97;12.5;2702;2.822;4910;0;67.2;4.77;0.49;213684.1999;7020267.669
6803790;3204740;61.230717;21.49548194;18;15883.8;2.05;9.28;2724;2.1165;6060;3;70.4;4.319088;0.23;204506.4071;6800962.904
6842360;3344470;61.65704558;24.06080496;27;1792.8;2.23;6.66;2730;3.5192;6320;0;61.8;3.5002609;0.41;344185.4845;6839521.04
6886960;3261230;62.0133144;22.43523776;24;16584.2;2.21;6.85;2713;3.5109;5860;1;64.4;4.7330006;0.32;260974.5603;6884103.526
6895670;3575750;62.15937491;28.45006043;15;44421.3;2.27;9.12;2665;1.9339;4710;1;71.1;3.2573122;0.45;575381.404;6892814.879
6957750;3590820;62.71279306;28.77167868;47;7951.5;2.16;8.13;2728;2.6145;3670;3;64.7;6.0647194;0.65;590445.2581;6954872.482
6922800;3426550;62.40310541;25.57605063;15;44421.3;3.31;4.09;2793;2.0999;5150;1;59.4;6.4426396;0.68;426234.8784;6919932.938
6712110;3407390;60.50903407;25.31115841;18;15883.8;1.83;11.6;2711;1.0458;6390;3;71;3.2123217;0.17;407084.5318;6709319.265
7137000;3431150;64.32505972;25.57272708;32;706.1;3.38;4.18;2779;1.9007;5800;0;60;6.38;0.44;430830.1016;7134055.325
6752200;3260560;60.80730381;22.59598494;20;4130.1;2.85;5.21;2908;1.9588;6470;3;54.3;7.3064572;0.17;260306.9743;6749392.614
7444250;3378920;67.06317899;24.21224776;39;24592;1.3;9.01;2716;4.3492;#N/A;0;64.5;3.67;3.24;378617.4238;7441197.461
6836030;3272740;61.56468864;22.71835692;26;1315.8;3.16;5.18;2730;2.0003;6100;2;63.1;4.9939455;0.22;272481.2437;6833192.244
7080980;3479290;63.82887463;26.57583339;24;16584.2;2.92;6.11;2693;2.1663;5310;0;68.6;2.75;0.54;478953.4947;7078056.228
7163469;3392148;64.55222965;24.74743025;32;706.1;2.51;6.75;2759;2.4651;6010;1;61.8;5.41;0.66;391841.5138;7160514.454
6809750;3329970;61.35872569;23.81759628;30;743.3;2.21;8.09;2870;1.7347;6170;3;53.7;7.9813147;0.45;329691.0318;6806922.507
7163192;3376615;64.5444469;24.42413569;28;22880.6;2.11;8.01;2726;2.7888;6430;3;65;4.75;0.13;376314.0452;7160237.342
6840990;3397970;61.66271331;25.07065159;25;2327.6;2.09;7.72;2790;2.7224;5220;3;55.7;6.2176871;0.3;397666.4499;6838152.261
6830690;3634240;61.56059903;29.52284891;18;15883.8;1.94;9.26;2723;2.3406;#N/A;3;66.3;5.0119417;0.61;633851.2893;6827859.562
6846110;3224660;61.62347055;21.80209022;15;44421.3;2.06;8.6;2803;2.0833;6160;0;61;5.5248334;0.34;224418.3025;6843267.718
6932370;3590760;62.48520189;28.75700794;24;16584.2;1.79;9.29;2637;3.1872;4800;1;72;2.2585231;0.91;590385.5399;6929501.698
7118633;3619943;64.14649684;29.46105932;76;55413.3;1.57;9.89;2708;2.9548;5680;0;63.2;4.36;0.52;619555.675;7115697.017
7010979;3293065;63.14202924;22.89083616;28;22880.6;1.67;9.61;2679;3.0378;5190;0;65.5;4.31;0.94;292796.4057;7008078.063
6849820;3248340;61.67286524;22.24183719;28;22880.6;2.4;7.18;2712;2.6477;5750;3;64.4;4.1211298;0.42;248089.7985;6846976.761
7129230;3526410;64.26131772;27.54127194;75;3114.8;2.31;8.58;2715;1.8426;4810;3;71.9;4.71;0.92;526055.9269;7126289.463
6871600;3545750;61.94824952;27.86840779;15;44421.3;1.99;7.98;2749;2.9797;5560;1;61.3;5.7227916;0.43;545392.6027;6868753.276
7341452;3606365;66.14783676;29.35286137;60;14280.3;1.17;9.52;2756;4.0421;6120;2;64.1;3.92;0.95;605982.3452;7338435.377
7094032;3423221;63.93808444;25.43073727;27;1792.8;2.9;6;2833;1.5106;6340;1;58;6.76;0.22;422904.5033;7091102.758
6920860;3289200;62.33334253;22.92722466;24;16584.2;0.892;10.3;2636;4.8638;#N/A;1;69.1;3.6082381;#N/A;288934.0648;6917991.518
6745130;3214830;60.71400038;21.76959143;14;13371;0.913;9.38;2589;5.7519;4730;1;73.7;0.61277061;0.43;214593.7885;6742324.733
7010008;3382566;63.17361035;24.66487464;15;44421.3;1.67;9.11;2785;2.8054;5580;1;62.3;7.67;0.46;382265.4513;7007108.699
7145838;3391484;64.39399326;24.74664202;15;44421.3;2.91;6.07;2800;1.5687;6840;1;55.2;5.32;0.3;391178.0042;7142889.693
6891100;3568900;62.11969281;28.31689898;32;706.1;0.861;10.9;2685;4.2081;4870;1;67.3;4.0581431;0.63;568533.9146;6888246.444
7527650;3460630;67.83264686;26.06124852;76;55413.3;1.2;12.5;2658;2.2493;5200;3;69.1;2.5014718;0.75;460299.5594;7524568.052
6986507;3298932;62.9263226;23.03680162;28;22880.6;1.73;9.17;2786;2.5647;5560;3;64.3;7.05;0.33;298661.6829;6983614.943
6834150;3494920;61.6148986;26.90104764;15;44421.3;1.42;10.6;2702;2.7971;5920;1;67.4;3.509259;0.37;494581.3959;6831316.307
7238820;3521250;65.2446093;27.45091483;75;3114.8;1.84;11.2;2699;1.2201;5730;3;70.3;3.41;0.44;520897.2912;7235840.121
6703980;3434060;60.44134429;25.79917448;14;13371;1.64;8.61;2608;4.1749;5530;0;73.3;0.8458214;0.44;433745.0054;6701192.741
6882250;3569300;62.04023104;28.32110799;15;44421.3;2.51;6.35;2801;2.4236;6110;0;58.3;7.1624876;0.44;568933.9272;6879399.646
7055272;3275220;63.5274974;22.4761157;28;22880.6;2.25;7.98;2700;2.4568;5570;0;71.9;3.57;0.48;274956.9464;7052354.832
6947100;3531820;62.62705543;27.61672282;53;9371.4;2.06;8.83;2738;2.1497;4200;3;68.4;5.2278961;0.81;531466.4767;6944225.411
6895510;3642060;62.1388;29.72084687;47;7951.5;2.26;8.55;2722;1.8758;5890;0;70.6;4.7330006;0.42;641667.5769;6892655.911
6982720;3639910;62.92119522;29.75085932;53;9371.4;1.94;7.8;2744;3.1872;5210;3;64.8;6.388651;0.66;639517.2278;6979833.97
6777630;3336030;61.07349363;23.95863899;18;15883.8;2.43;8.43;2707;1.577;5900;3;70.9;3.9951564;0.53;335749.4513;6774814.191
7222410;3459520;65.09560592;26.13515968;53;9371.4;2.34;8.33;2720;1.826;5470;2;71.5;4.11;0.27;459189.4018;7219435.559
7076920;3438700;63.78769009;25.75311735;37;764.2;2.79;6.62;2919;0.8715;6520;3;52.7;9.53;0.15;438378.1551;7073997.145
7045400;3457200;63.50771505;26.13693603;38;659.2;2.25;8.47;2732;1.9007;5680;0;66.4;4.34;0.44;456871.7882;7042488.734
7078245;3347395;63.77170726;23.9020911;28;22880.6;1.9;9.95;2724;1.8094;6440;3;67.3;4.46;0.26;347105.9492;7075320.537
6743770;3394110;60.78973436;25.0525049;14;13371;2.09;7.44;2654;3.5109;5730;0;71;2.4204889;0.59;393808.8376;6740967.38
6974720;3572390;62.86908086;28.41892383;47;7951.5;1.84;9.14;2737;2.49;5080;3;67;5.3808638;0.65;572021.5739;6971836.044
6770300;3383600;61.02472058;24.84365303;15;44421.3;2.77;6.16;2731;2.1663;5890;0;66.3;3.8871792;0.31;383302.4136;6767487.463
6712280;3219250;60.42348744;21.89684903;18;15883.8;2.21;9.27;2750;1.3114;6170;0;71.9;3.1223407;0.21;219012.6074;6709487.042
6793370;3276290;61.18496548;22.83614691;28;22880.6;1.74;9.93;2712;2.3074;5490;3;68;4.409069;0.41;276030.8384;6790547.679
7040145;3620619;63.44281446;29.41400821;76;55413.3;1.86;8.19;2611;3.8097;4250;3;73.2;1.05;1.07;620232.3357;7037237.649
7535740;3483160;67.90737092;26.59483682;76;55413.3;1.53;10.5;2631;2.8884;5100;0;76;2.3934946;1.03;482821.6817;7532655.202
6875950;3339040;61.95578938;23.92853028;15;44421.3;2.26;7.82;2704;2.4568;5510;1;67.3;3.8331906;0.4;338756.9627;6873098.783
7099536;3615226;63.97693811;29.34977109;76;55413.3;1.9;7.29;2777;3.4528;5460;3;60.3;6.56;0.82;614840.5164;7096606.848
6958430;3228730;62.63002403;21.70576449;28;22880.6;2.21;8.4;2731;2.0169;5540;3;66.7;5.3268752;0.39;228485.0874;6955547.092
6952840;3496070;62.67988779;26.91994217;15;44421.3;1.71;8.72;2745;3.0627;4680;0;61.7;5.8937555;0.46;495729.2777;6949962.917
6954380;3645130;62.66520577;29.82899162;53;9371.4;2;7.1;2774;3.3117;5680;3;64.4;7.0995009;0.35;644735.6817;6951504.466
6989497;3306543;62.95721245;23.18279747;28;22880.6;2.09;8.04;2787;2.3074;6220;3;64;6.84;0.2;306269.9222;6986603.98
7433430;3545000;66.9872041;28.02717987;57;3353.3;1.55;12.4;2894;0.05644;4870;3;63.6;3.01;2.34;544639.1292;7430380.679
7427000;3364150;66.90243636;23.89302797;39;24592;1.69;9.65;2769;2.2991;5040;3;59.9;7.23;1.44;363852.5047;7423953.444
6966050;3438950;62.79331219;25.80026232;15;44421.3;2.17;5.16;2757;4.3492;5450;1;60.7;6.9555313;0.44;438629.6413;6963167.284
6738330;3400520;60.74259284;25.17291367;14;13371;2.56;7.13;2655;2.3738;#N/A;0;71;2.2765193;0.64;400216.5798;6735529.478
7215100;3485000;65.03219174;26.67799297;76;55413.3;0.97;12.8;2657;2.5398;5550;3;72;2.27;0.67;484660.3292;7212128.327
7560870;3546570;68.12941697;28.11570964;77;11958.7;0.825;12.8;2813;2.1165;#N/A;4;66.2;6.3436605;#N/A;546209.5629;7557775.623
7261410;3601451;65.43215324;29.18249759;76;55413.3;1.66;11.1;2723;1.5355;5770;3;72.3;1.97;0.52;601069.979;7258422.109
7424900;3564480;66.90723298;28.46878351;39;24592;0.65;12.4;2630;3.8429;5240;0;72.3;1.68;0.77;564112.2997;7421853.581
7422380;3528200;66.89014644;27.63965984;60;14280.3;2.36;6;2843;2.7639;#N/A;3;61.5;7.89;1.53;527844.9597;7419334.73
6971260;3212480;62.73228031;21.36879033;28;22880.6;1.65;9.86;2744;2.3572;4990;3;66.1;5.7947764;0.8;212240.6675;6968372.195
7514000;3369700;67.68386713;23.9211501;45;1560.4;1.78;6.88;2770;4.0587;#N/A;0;59.5;7.37;1.89;369400.9778;7510923.327
7106032;3604767;64.03846862;29.14080611;68;1730.9;1.47;12.2;2685;1.4359;5770;1;69.1;3.05;0.88;604385.197;7103100.41
7394750;3548150;66.63993917;28.08392952;39;24592;0.68;13.7;2637;2.7556;#N/A;0;71;1.94;0.64;547787.7859;7391714.5
7405550;3585560;66.72863365;28.93622852;65;1173.7;1.97;7.77;2795;2.7556;5110;3;62.3;8.57;0.67;585184.9261;7402510.475
6686730;3235840;60.20615415;22.23046229;18;15883.8;2.87;3.7;2829;3.1208;#N/A;3;53;5.9207498;0.23;235596.7802;6683946.744
7432830;3399860;66.96854548;24.70284458;39;24592;0.44;13.7;2617;3.5192;#N/A;0;71.3;2.15;1.78;399550.1626;7429781.392
7391250;3460730;66.60976903;26.10998817;53;9371.4;2.46;7.73;2715;1.8426;5070;3;66;4.32;0.44;460398.8705;7388215.876
7526500;3358190;67.79039738;23.63407299;45;1560.4;1.62;9.14;2729;3.0129;3700;0;62.6;4.83;1.01;357894.9956;7523419.019
6932150;3443950;62.49001497;25.90945888;15;44421.3;2.39;5.69;2812;3.0212;#N/A;1;58.8;8.458214;0.62;443628.4505;6929279.75
7539100;3464070;67.93574233;26.13912165;76;55413.3;1.06;11.3;2652;3.3532;4550;3;72.7;3.9051754;1.17;463738.4573;7536014.066
6921740;3584820;62.39126591;28.63663863;47;7951.5;2.09;9.32;2726;1.5936;5450;3;72.8;4.3280861;0.3;584447.7702;6918875.475
7018780;3528720;63.27037086;27.56865572;76;55413.3;0.38;15.9;2728;1.4193;5650;0;68.6;2.96;0.33;528366.6773;7015879.435
7115687;3400474;64.12645237;24.95298859;28;22880.6;2.49;9.9;2722;0.08715;6450;3;62.4;3.85;0.46;400165.2853;7112749.665
6745130;3435730;60.81084767;25.81603698;14;13371;2.89;2.99;2596;4.7642;4830;0;74.9;0.78013527;0.71;435413.7604;6742327.578
6988541;3272945;62.92924456;22.52399007;28;22880.6;1.75;9.56;2763;2.1497;5990;3;70.9;4.36;0.42;272683.8819;6985647.838
6992620;3496160;63.03678817;26.92073666;35;6197.2;1.3;11.2;2799;1.992;6100;3;63.7;6.88;0.4;495818.5877;6989728.441
7131400;3552710;64.27776695;28.08450621;47;7951.5;2.25;7.53;2722;2.4817;#N/A;3;65.3;6.46;1.13;552346.5339;7128458.927
6866700;3503580;61.90699916;27.06487124;15;44421.3;1.4;10.1;2700;3.0295;4900;1;67.4;4.0941355;0.5;503237.8682;6863854.496
7008909;3320410;63.13814895;23.43430883;28;22880.6;2.34;7.78;2723;2.0335;5720;3;68.4;4.9;0.48;320131.7154;7006009.196
7319880;3446910;65.9678071;25.82836065;76;55413.3;1.15;12.8;2635;2.0584;#N/A;3;70.9;1.86;1.2;446583.5694;7316871.098
7234150;3542220;65.2007172;27.89806177;76;55413.3;2.5;6.83;2717;2.3157;5480;0;71.2;2.03;0.48;541859.9221;7231171.853
7748900;3553710;69.81333652;28.38971485;83;1161.5;2.1;9.54;2685;1.5853;#N/A;3;72.9;2.39;#N/A;553348.9456;7745737.865
7530340;3375650;67.83276849;24.04291702;76;55413.3;2.46;6.45;2712;2.7307;5490;3;64.5;4.28;1.1;375349.0535;7527257.619
7525060;3539730;67.80942399;27.93818824;60;14280.3;2.31;8.06;2630;2.3987;#N/A;0;67;3.149335;#N/A;539371.6738;7521978.496
6803790;3264070;61.27103259;22.59660314;28;22880.6;1.15;11.5;2761;2.3406;5680;3;63;5.7767802;0.28;263815.045;6800963.746
7014381;3422847;63.22372192;25.46216027;24;16584.2;1.33;11.9;2659;2.0833;5740;1;71.8;2.22;0.37;422531.6533;7011480.461
7012559;3276632;63.14636438;22.56375503;28;22880.6;2.48;7.94;2669;1.7928;5850;0;66.5;3.42;0.41;276369.1877;7009657.257
7434640;3387120;66.98027811;24.40972042;39;24592;1.25;9.44;2654;4.1334;#N/A;0;64.7;3.96;2.73;386814.5462;7431590.786
6831480;3525280;61.59015895;27.47287013;14;13371;2.43;3.16;2611;5.7602;#N/A;1;72.6;0.86921646;0.95;524930.491;6828647.629
7517950;3356280;67.71293614;23.6000127;39;24592;0.7;12;2616;3.9591;#N/A;0;72.9;1.66;1.09;355985.6543;7514872.005
6860400;3343400;61.81827221;24.02507254;15;44421.3;1.96;9.12;2805;1.6351;5890;1;56.3;5.9477441;0.42;343115.6047;6857554.529
6956540;3387960;62.69598513;24.80803794;15;44421.3;2.82;5.77;2855;1.5023;#N/A;1;53;7.8013527;#N/A;387658.1926;6953660.045
7052377;3632722;63.54813463;29.66647983;76;55413.3;1.28;10.5;2624;3.4196;5220;0;73.9;1.4;0.71;632330.8397;7049465.359
7640450;3533990;68.84455407;27.83933513;77;11958.7;0.831;12.2;2688;3.0461;5300;4;67.2;5.9657403;1.2;533634.5208;7637327.189
6936520;3650370;62.50307266;29.91536861;53;9371.4;2.13;6.72;2774;3.0793;#N/A;3;66.5;6.2716757;#N/A;649974.0563;6933651.003
7605900;3364650;68.50418959;23.68595215;39;24592;1.02;9.91;2599;4.6978;#N/A;0;78.1;1.01;1.17;364353.3152;7602791.641
6692820;3202140;60.23736749;21.61639592;18;15883.8;1.86;9.56;2889;1.1703;5460;3;60;9.987891;0.42;201909.0277;6690034.165
7028095;3415811;63.34511996;25.31513272;27;1792.8;2.45;6.74;2853;1.7928;5440;3;55.5;7.75;0.58;415498.037;7025189.437
6886720;3320110;62.04374972;23.55753393;15;44421.3;1.64;9.69;2689;2.656;5730;1;66.4;3.9051754;0.43;319833.5554;6883864.49
7651050;3551370;68.93688054;28.27604622;85;3786.1;1.1;11.3;2781;2.4651;4290;3;64.9;7.1354933;0.5;551008.4947;7647923.152
6843920;3555800;61.69857502;28.05132621;14;13371;3.83;1;2624;3.3864;5550;1;74.7;0.5578822;0.61;555439.4123;6841083.419
6947780;3655000;62.60205803;30.0152896;53;9371.4;1.9;7.74;2772;2.9216;#N/A;0;61.7;8.3592349;1.02;654602.2123;6944906.991
7111730;3555200;64.10096838;28.12869622;47;7951.5;2.22;7.97;2736;2.0584;5020;3;67.7;5.47;0.54;554835.845;7108796.046
6881870;3443770;62.0389262;25.92221292;15;44421.3;2.19;6.73;2731;3.071;5600;1;64.1;5.0659303;0.53;443449.3389;6879018.08
7601970;3540700;68.49873049;27.99046085;77;11958.7;0.658;11.9;2803;3.0959;5020;4;68.1;6.0377251;0.74;540341.847;7598860.948
6919400;3597730;62.36712757;28.88477749;47;7951.5;2.01;9.15;2730;1.7845;5870;3;72.6;4.6880101;0.26;597353.1537;6916536.503
7066800;3471060;63.70108916;26.41132638;15;44421.3;1.34;9.38;2668;3.7682;4200;0;70.7;2.7;0.98;470726.5872;7063881.229
6871410;3527110;61.94832339;27.51326032;18;15883.8;1.64;10.5;2699;1.9588;#N/A;3;70.2;4.4630576;0.82;526759.2107;6868563.097
6831950;3590930;61.58451404;28.70902017;18;15883.8;1.95;9.67;2704;1.6932;5860;3;67.8;3.9681621;0.6;590557.1126;6829118.339
6742060;3421560;60.78075755;25.55701867;18;15883.8;2.46;8.53;2706;1.1205;5830;3;77.8;2.8703939;0.32;421249.0205;6739258.484
6899490;3664350;62.16540773;30.15126852;47;7951.5;2.14;8.39;2723;2.0086;6050;3;68.6;5.1379151;6.14;663949.3917;6896634.684
6845470;3236500;61.62603867;22.02537289;15;44421.3;2.08;7.57;2741;2.6809;5600;0;64;4.5080481;0.44;236254.12;6842628.143
7098771;3354889;63.95877177;24.03446903;24;16584.2;2.23;7.88;2668;2.4236;5330;1;69.9;2.36;0.52;354596.8194;7095839.208
6940290;3665160;62.53056559;30.20556033;53;9371.4;1.72;8.72;2760;2.7224;6230;3;61.6;7.648385;0.64;664758.6154;6937419.835
7133850;3608021;64.28681946;29.22725888;67;6997.8;2.12;8.61;2641;2.3323;4560;0;69.9;2.08;1.12;607637.8365;7130908.406
6872800;3321690;61.91981544;23.60160136;28;22880.6;2.32;8.02;2777;1.5023;5740;3;62.8;6.5056263;0.29;321413.1855;6869949.608
7335450;3521280;66.11119401;27.46690733;76;55413.3;1.41;10.3;2602;3.237;#N/A;1;74.9;0.56;1.41;520927.3048;7332435.647
6950380;3340160;62.62312386;23.88151981;15;44421.3;1.46;9.3;2695;3.3283;4800;1;69.7;3.2933046;0.72;339875.4446;6947501.673
6731950;3418080;60.6893535;25.49741031;18;15883.8;1.58;9.82;2781;2.1746;5620;3;60.7;7.4954173;0.6;417770.4024;6729152.126
7230622;3596687;65.15764656;29.05827442;73;218.3;1.66;9.29;2863;1.9339;5580;3;60.9;5.86;0.73;596307.6589;7227645.241
6726700;3424070;60.64343487;25.609047;18;15883.8;2.08;9.38;2716;1.4359;5940;3;74.7;3.4642685;0.06;423758.2616;6723904.13
7098598;3417890;63.97780845;25.31962289;15;44421.3;2.99;5.15;2819;1.5438;6040;1;57.6;6.99;0.37;417575.3409;7095667.035
6875910;3248240;61.90609765;22.20365258;15;44421.3;2.44;6.32;2784;2.3572;6160;1;57.6;5.9477441;0.23;247989.4055;6873057.35
7574750;3358810;68.22254345;23.58560174;39;24592;0.92;11;2610;3.984;4760;0;73.7;0.85;0.85;358515.068;7571652.409
6810700;3328410;61.36655215;23.78760764;28;22880.6;2.11;8.19;2721;2.1995;5970;3;70.8;3.9411678;0.38;328131.5702;6807872.146
7146690;3431150;64.4119514;25.56821209;35;6197.2;2.07;9.84;2759;0.8964;#N/A;3;70;4.47;0.41;430829.9787;7143741.818
6973720;3468200;62.86584384;26.37194015;15;44421.3;3.18;3.95;2808;1.9505;5010;1;57.7;6.9015427;0.39;467868.9366;6970834.892
6766200;3323440;60.96563694;23.73633455;18;15883.8;2.56;7.4;2738;1.4525;5850;0;69.1;4.2740975;0.43;323164.139;6763388.21
6986155;3343812;62.94520075;23.91925326;28;22880.6;2.23;8.59;2712;1.6102;5820;3;70.8;4.38;1.05;343525.6783;6983263.702
7411020;3535390;66.78754392;27.80040668;39;24592;2.17;5.28;2637;4.6065;#N/A;3;72.4;3.21;1.5;535032.3687;7407978.736
7575350;3563900;68.25585865;28.54096829;77;11958.7;0.831;11.6;2794;2.7971;#N/A;4;70.6;4.6610158;#N/A;563533.4711;7572250.335
7444830;3579500;67.08230658;28.82499191;65;1173.7;2.26;9.16;2765;0.82419;6190;3;60.5;9.36;0.86;579127.1572;7441776.587
7358980;3396790;66.30583076;24.69503845;53;9371.4;2.43;7.5;2736;1.7181;6260;2;70.3;5.79;0.23;396481.198;7355957.222
6755400;3323750;60.86900828;23.75192263;15;44421.3;2.53;5.7;2746;2.7141;5610;1;61.5;4.5440405;0.65;323474.1844;6752592.177
6881500;3381820;62.02130283;24.73943135;15;44421.3;1.78;9.45;2670;2.3987;5560;1;70.6;2.8613958;0.85;381521.5793;6878647.419
6896390;3580170;62.16491982;28.53515452;47;7951.5;2.02;8.27;2736;2.2659;5160;3;64.6;6.1007118;0.64;579799.8233;6893534.667
6772570;3406490;61.05118332;25.26571168;20;4130.1;2.99;4.67;2800;1.9422;6090;3;55.2;7.3604458;0.13;406184.1528;6769757.036
7597820;3518150;68.46387384;27.43867292;77;11958.7;0.898;11.3;2689;3.3366;4690;4;71.8;4.9579531;0.94;517799.7196;7594712.601
7035170;3476100;63.41772848;26.5180561;35;6197.2;2.09;9.03;2707;1.6517;5770;3;70.6;2.94;0.55;475765.1293;7032262.682
6970820;3508570;62.84113096;27.16484801;15;44421.3;1.37;10.1;2819;2.2742;5310;1;58.1;8.728157;0.51;508224.4742;6967936.567
6694000;3308130;60.31174165;23.52462718;15;44421.3;3.38;3.89;2760;1.6268;6170;0;58.9;5.6957973;0.32;307860.418;6691214.752
6861080;3299390;61.80376588;23.19111423;15;44421.3;2.15;7.55;2714;2.5315;5970;1;63.6;4.3640785;0.24;299121.3012;6858233.579
7173617;3382095;64.6398205;24.52978838;15;44421.3;1.26;10.6;2780;2.3904;6270;1;61.4;6.61;0.26;381792.0009;7170658.784
6657600;3321160;59.99150562;23.79195044;18;15883.8;1.87;8.71;2865;1.6932;#N/A;3;62.7;8.7011627;0.51;320886.1088;6654828.356
7029382;3422528;63.3581825;25.44860201;15;44421.3;2.15;7.61;2781;2.1331;5820;1;59.8;5.98;0.39;422212.5792;7026476.043
6752540;3443220;60.8784804;25.95144638;18;15883.8;2.43;8.37;2722;1.0956;5850;3;79.3;4.3640785;0.28;442900.9372;6749735.052
6965960;3583970;62.78804727;28.64195336;47;7951.5;1.8;7.36;2787;3.237;3650;3;60.6;7.1804838;0.74;583597.5771;6963079.391
7190663;3396580;64.7973569;24.82027133;35;6197.2;1.49;9.97;2642;2.905;#N/A;3;68.4;5.26;#N/A;396271.6868;7187699.032
7308410;3394920;65.85207356;24.69483461;53;9371.4;1.95;8.11;2672;2.8469;5980;2;61.9;7.35;2.61;394611.9366;7305405.096
7016710;3573580;63.24543939;28.46104074;47;7951.5;2.18;7.71;2725;2.2327;#N/A;3;66.5;5.59;#N/A;573210.5711;7013810.73
7177610;3440370;64.69097012;25.74674093;35;6197.2;2.76;4.96;2845;2.0833;5660;3;56.1;8.39;0.37;440046.3595;7174650.945
7490140;3408120;67.48468623;24.84636628;60;14280.3;2.24;7.14;2709;2.5647;4610;2;68.2;4.84;1.29;407807.5577;7487071.287
6762780;3424740;60.96726788;25.60729402;15;44421.3;1.29;10.1;2686;3.1042;5090;0;67.3;3.509259;0.48;424427.6346;6759970.899
6785100;3385470;61.15799472;24.86930614;18;15883.8;1.44;9.51;2763;2.7307;6040;3;61.9;5.9297479;0.48;385171.6073;6782282.099
6879900;3361540;62.00007961;24.35377107;28;22880.6;1.86;9.59;2654;2.0833;5220;0;74.6;2.4834756;0.33;361248.8726;6877047.758
6868660;3596890;61.91230681;28.84073313;18;15883.8;2.08;8.57;2693;2.0252;6020;3;78;3.6172362;0.33;596514.33;6865815.081
6922200;3575500;62.39739134;28.456716;47;7951.5;2.47;7.28;2718;1.7762;5160;3;70.9;4.8319797;0.48;575131.124;6919335.187
6698360;3220550;60.29994377;21.93973017;14;13371;0.955;10.9;2635;3.6935;5970;1;74.5;0.80802938;0.29;220312.2684;6695572.284
6917940;3617410;62.34837589;29.26367215;47;7951.5;1.77;9.57;2726;1.9505;5000;3;70.2;5.1649094;0.63;617026.1028;6915077.319
6956840;3495080;62.71576345;26.90049527;35;6197.2;1.79;9.68;2722;1.8343;5280;3;62.9;6.1097099;0.33;494739.5578;6953961.438
6899060;3618360;62.17880732;29.26922674;47;7951.5;1.72;10.2;2713;1.6849;5650;3;69.4;4.9849474;0.48;617976.0142;6896204.219
6966830;3475030;62.80456438;26.50714225;15;44421.3;1.06;10.4;2766;3.071;4610;1;61.4;5.9747384;0.36;474696.6042;6963947.508
6965790;3610690;62.7794429;29.16500083;47;7951.5;2.01;7.63;2758;2.5481;4450;3;68.1;5.7857783;0.55;610307.986;6962909.755
6838840;3596070;61.64506654;28.80935461;15;44421.3;1.3;9.49;2823;2.8054;5770;0;58;6.7305788;0.37;595695.2031;6836005.872
6734830;3239870;60.63897313;22.24028573;20;4130.1;2.62;6.05;2858;1.5604;6380;3;57;6.658594;0.24;239624.7841;6732028.835
7063628;3633065;63.64882758;29.68285644;76;55413.3;0.92;11.5;2645;3.2619;5350;0;73.3;1.59;0.45;632673.5723;7060712.261
6806430;3397930;61.35274856;25.08902049;15;44421.3;2.31;6.75;2693;2.6975;4520;0;65.8;3.779202;0.58;397626.9194;6803604.685
6838020;3617880;61.6316599;29.21998736;15;44421.3;1.99;8.89;2718;1.8675;5540;0;65.8;3.9681621;0.33;617497.2927;6835186.506
