XCOORD YCOORD GEOLAT GEOLON UNIT UNITAREA U TH RHO K PVEL METAM SIO2 FE2O3 POR
6726510 3175500 60.517806185 21.083537331 18 15883.8 2.33 4.88 2673 1.4608 5990 0 69.2 2.0515668 0.25
6791390 3360850 61.206416237 24.407830629 15 44421.3 1.74 5.86 2775 1.9256 5980 1 60.7 6.0107308 0.27
6890720 3308300 62.073762524 23.327952496 15 44421.3 2.09 4.84 2750 1.8177 ND 1 64.1 4.5800329 0.53
6779370 3341570 61.091358319 24.059680808 20 4130.1 1.88 4.48 2817 2.3904 6530 3 56.7 7.1714857 0.65
6907060 3350320 62.239203701 24.116858546 15 44421.3 1.92 5.43 2800 1.6434 5650 1 57 7.19848 0.29
7145750 3513720 64.410233848 27.280993553 76 55413.3 0.2 11.4 2741 2.1912 5880 3 63.4 6.47 0.97
6980940 3633810 62.907529590 29.629500190 53 9371.4 1.37 6.62 2726 2.5647 5290 3 69.1 4.6160253 0.33
7731520 3580450 69.650827955 29.068058092 85 3786.1 1.04 9.15 2723 1.6185 5140 3 71.9 2.96 0.46
7306020 3475000 65.846979511 26.448889388 76 55413.3 1.26 8.51 2660 1.7513 5490 3 71.3 1.65 0.58
6812910 3412650 61.414463831 25.360968490 15 44421.3 1.85 5.8 2763 1.6932 5150 0 56.3 6.0647194 0.35
7020703 3649567 63.257677038 29.975264376 76 55413.3 2.07 6.2 2718 0.9794 5270 0 70.9 3.07 0.47
6861110 3252300 61.776409264 22.300977082 15 44421.3 1.79 5.61 2723 2.1497 6050 1 65.1 3.5722457 0.29
7100022 3643400 63.970844690 29.924815742 76 55413.3 0.73 8.63 2648 3.1291 5520 0 72 1.64 0.62
7683200 3563250 69.222509994 28.592817645 85 3786.1 0.994 7.91 2655 2.905 4800 3 73.3 2.0335706 0.55
6874680 3239280 61.889066510 22.035601055 24 16584.2 1.39 5.93 2626 3.403 5650 1 75.1 1.9075972 0.82
6876120 3417570 61.982537280 25.424401369 24 16584.2 0.941 7.07 2683 3.5441 5010 1 69.3 3.6082381 0.36
7267676 3605596 65.486992457 29.276614871 76 55413.3 1.39 7.71 2705 1.7513 5860 3 70 2.88 0.45
6976230 3486360 62.889502099 26.728467560 35 6197.2 1.64 4.73 2901 2.4983 4690 3 55.1 9.717948 0.23
6801230 3362700 61.295285688 24.435027114 28 22880.6 1.39 7.31 2725 1.9588 6000 3 68.9 4.1031336 0.28
6771150 3438100 61.044691427 25.851191573 15 44421.3 1.6 5.93 2781 2.1746 6290 1 58 6.2266852 0.26
7112273 3362245 64.082733072 24.172172860 16 2751.9 1.73 5.36 2829 2.0501 6340 1 55.8 7.29 0.33
6864320 3239850 61.796840673 22.061353450 15 44421.3 1.96 5.64 2704 1.7098 6040 0 67.5 2.6184471 0.28
7327970 3520620 66.044159583 27.451117507 76 55413.3 2.05 2.69 2603 4.067 ND 1 75.5 0.55 1.36
6926230 3400320 62.427756300 25.067033241 15 44421.3 2.15 3.79 2804 2.1414 4860 1 59.3 6.5506168 0.86
7150370 3536850 64.449971001 27.761851812 53 9371.4 1 6.11 2808 3.5607 5520 3 60.6 10.1 11.29
6810170 3376980 61.380217542 24.695315420 15 44421.3 1.66 6.15 2780 1.8343 5410 1 59.8 6.208689 0.43
6688000 3303270 60.255668087 23.442720769 20 4130.1 2.3 4.25 2909 0.996 4960 3 49.9 7.5044154 0.91
7474490 3575490 67.349161362 28.752026787 74 2743.7 1.47 5.49 2861 2.5232 3580 3 56.5 6.5956073 1.78
7641600 3556050 68.851276744 28.387326712 78 1013.6 2.03 4.38 2817 1.9671 4340 0 57.8 6.5866092 0.8
7634850 3294200 68.719968975 21.911689501 74 2743.7 1.28 6.57 2783 2.5232 6390 3 62.3 6.24 0.9899999
6885510 3401050 62.062788556 25.104236648 16 2751.9 2.24 3.59 2852 1.826 5500 1 53 8.7731475 0.43
7658610 3271200 68.913946298 21.292437703 76 55413.3 0.99 6.87 2714 3.3698 5740 3 69.3 3.2 0.37
7006882 3415589 63.154840503 25.321782858 15 44421.3 1.75 6.07 2726 1.826 5670 1 64.6 5 0.35
7720210 3495960 69.561594803 26.891984491 80 2332.8 0.71 9.76 2752 1.8509 4120 4 74.1 4.33 0.96
7552930 3479370 68.061238582 26.501275965 76 55413.3 1.4 7.85 2631 1.8675 4460 0 75.2 1.9975782 1.08
7109580 3542450 64.083476010 27.866617804 53 9371.4 0.97 5.69 2895 3.5856 5770 3 60.4 12.3 0.52
7188700 3552880 64.791612415 28.108673934 76 55413.3 1.34 8.04 2632 1.8675 5830 0 72.7 1.36 0.9
7088492 3354786 63.866644196 24.042093111 15 44421.3 1.54 6 2680 2.6145 5740 1 68.9 2.87 0.5
6793900 3202920 61.140999944 21.477284223 15 44421.3 1.26 6.94 2800 2.1995 5470 1 55 6.1906928 0.46
7508530 3618080 67.640202599 29.777019858 74 2743.7 1.66 6.33 2706 1.9173 5260 3 66.3 4.4000709 1.45
6841950 3385840 61.667904435 24.841240524 15 44421.3 1.61 5.17 2838 2.3904 6140 0 57.2 6.4156453 0.41
7018482 3393605 63.253014534 24.878308993 16 2751.9 1.82 5.38 2764 1.9422 ND 1 62.4 6.68 0.21
7135030 3563350 64.308527944 28.305617284 67 6997.8 0.9 8.85 2841 1.6102 5610 0 54.8 7.82 0.49
6970960 3204920 62.723608881 21.222222883 28 22880.6 1.08 7.19 2758 2.656 5970 3 64.8 6.4426396 0.38
7086890 3445060 63.878166524 25.878537101 36 396.9 1.35 3.98 2669 4.6397 5730 0 76.4 1.07 0.3
7214704 3556979 65.024130324 28.205291021 76 55413.3 2.03 5.56 2720 1.4027 5830 0 57.9 6.58 0.57
6808530 3315600 61.341249377 23.550662323 15 44421.3 1.99 4.93 2850 1.4691 6130 0 54.6 7.5943964 0.44
7677700 3282990 69.093869546 21.542427931 76 55413.3 0.68 10.3 2678 1.7762 4620 3 68.3 3.02 1.43
6797050 3215160 61.178217929 21.698792186 18 15883.8 1.49 5.32 2823 2.6477 5170 0 55.6 6.3436605 0.23
7058840 3456680 63.628207230 26.122791815 15 44421.3 1.92 4.83 2806 1.8924 5800 0 60.8 6.29 0.37
7711480 3579670 69.471537571 29.030835085 85 3786.1 1.78 5.42 2861 1.6351 ND 3 57.1 8.44 ND
6837560 3387270 61.628961208 24.870929686 26 1315.8 1.63 5.13 2671 3.0046 6060 0 66.8 3.0323597 0.35
6770620 3258190 60.970678950 22.529533273 16 2751.9 2.24 4.09 2947 1.0458 6560 0 48.2 8.9351133 0.35
7163862 3597131 64.559104755 29.022262691 67 6997.8 0.92 9.34 2766 1.4608 5710 0 60 4.49 0.5
7345960 3366230 66.177647117 24.028457586 53 9371.4 2.16 5.06 2765 1.2201 6290 3 62 8.81 0.38
7072470 3469230 63.751794050 26.373199288 35 6197.2 1.27 7.57 2754 1.8426 5660 3 63.1 5.27 9.48
6959880 3708970 62.683811742 31.078471381 67 6997.8 1.28 6.4 2683 2.9631 5490 0 68.6 2.6004509 0.63
6845190 3377840 61.694490796 24.688153918 16 2751.9 2.06 4.74 2877 1.2948 6280 1 53.2 8.1972691 0.37
6912750 3512750 62.320000615 27.242615661 15 44421.3 1.87 5.38 2742 1.8509 4770 1 65.3 4.6970082 0.56
7056300 3495390 63.608067677 26.903622059 37 764.2 1.81 4.56 2809 2.3572 5770 3 56.1 8.3 0.13
7699300 3475650 69.373069402 26.376535331 77 11958.7 0.668 7.65 2859 3.0212 4320 4 70.1 5.8397669 1.07
6826430 3462250 61.543795006 26.286941300 15 44421.3 1.19 7.11 2714 2.5481 5950 1 66.8 3.6172362 0.35
7682350 3250940 69.107917293 20.730753535 88 202.9 1.62 5.47 2675 2.739 4760 3 80.3 1.75 0.64
6962950 3553170 62.766792436 28.037660942 76 55413.3 0.777 9.68 2689 1.8841 5340 0 67.9 3.5362533 0.61
6817620 3445750 61.462776347 25.979316327 28 22880.6 0.7 8.53 2789 2.5398 6090 3 60.6 6.6675921 0.29
6807870 3596610 61.367159302 28.803379788 15 44421.3 2.22 4.32 2851 1.2367 5950 1 55.9 5.8217707 0.53
7683750 3449320 69.230017467 25.715529834 77 11958.7 0.75 7.23 2710 3.6603 4710 4 69.7 5.0299379 0.63
6868540 3629560 61.901524733 29.461815163 14 13371 1.54 4.62 2590 3.9093 4380 1 74.5 1.4846865 0.62
6926010 3609600 62.423103899 29.118103322 47 7951.5 1.34 7.71 2709 1.6766 4950 3 70.4 4.6070272 0.66
7000240 3549390 63.101827390 27.974719715 53 9371.4 1.36 6.92 2751 2.0335 5540 3 71.2 5.3 0.48
6995973 3635723 63.041547960 29.679405022 53 9371.4 1.79 6.8 2685 1.2118 5610 3 76 3.25 0.5
7226590 3422150 65.126383304 25.338118372 4 650.9 1.09 8.77 2655 1.7928 5830 2 90.5 0.7 0.12
7142496 3409248 64.369221544 25.116720224 16 2751.9 1.77 5.6 2847 1.5023 6410 1 53.3 7.84 0.3
7081000 3622186 63.808447484 29.477073352 75 3114.8 1.62 5.64 2719 2.3738 5160 3 63.5 5.36 1.27
7105994 3397324 64.038639772 24.894940128 28 22880.6 1.61 6.38 2727 1.8177 4090 3 69 4.84 0.71
7070750 3476820 63.736951753 26.527202732 16 2751.9 0.78 8.76 2836 1.9173 4780 0 56.1 7.98 0.39
6824820 3403490 61.519113626 25.183308435 15 44421.3 1.69 5.41 2697 2.4236 4920 0 67.2 2.9603749 0.47
7685570 3492750 69.251006160 26.812369332 77 11958.7 0.763 8.19 2761 2.656 4560 4 71.8 4.7060063 0.95
7028409 3697587 63.303484807 30.938634880 67 6997.8 0.49 8.46 2721 3.3615 4960 0 67.1 2.94 0.59
7489300 3478370 67.490681566 26.489867920 56 3504.9 1.29 5.92 2730 3.0046 5500 2 64.3 2.1055554 0.66
7565490 3472090 68.173219693 26.323456277 76 55413.3 1.3 7.34 2733 1.9173 4300 3 67.4 6.8655503 1.06
6881550 3665080 62.004360405 30.148549702 15 44421.3 1.26 7.1 2674 2.4402 5480 1 68.7 2.7084281 0.51
7063619 3590663 63.662158502 28.827481397 76 55413.3 0.89 4.45 2594 5.7436 5430 0 74.1 1.08 0.5
6815340 3406980 61.434940159 25.253621871 15 44421.3 1.54 5.77 2732 2.4153 5420 0 61.7 4.679012 0.43
6979000 3412440 62.904056030 25.274188791 24 16584.2 1.52 6.12 2712 2.2908 4170 1 67.6 4.2021127 0.66
6768800 3265900 60.959033750 22.673703020 15 44421.3 2.33 4.26 2778 1.1786 5740 0 65.4 4.8679721 0.2
7174620 3492960 64.669380694 26.848978977 76 55413.3 0.4 12.4 2665 0.9213 5750 0 70.8 1.65 0.65
7543300 3470140 67.974089740 26.282687267 56 3504.9 1.27 6.37 2876 2.158 ND 3 58.7 7.4774211 1.18
7369280 3369250 66.387772318 24.071153297 60 14280.3 0.78 10.9 2632 1.1205 5350 3 78.8 0.9 0.6
6927130 3386240 62.431781426 24.794096025 15 44421.3 1.86 4.79 2711 2.324 4360 1 64.6 4.7419987 0.48
6979650 3481020 62.919943392 26.623090571 15 44421.3 1.75 4.98 2670 2.6477 4860 1 71.4 2.8433996 0.33
6896860 3213050 62.068316279 21.503400386 15 44421.3 1.87 4.46 2823 2.0999 6060 0 59 7.5674021 0.23
7584950 3551520 68.344409649 28.246405348 77 11958.7 0.81 8.31 2762 2.3987 ND 4 68.1 6.4876301 ND
6934420 3551870 62.511042796 28.003528604 47 7951.5 1.46 7.04 2735 1.66 4900 3 71.8 4.2201089 0.55
7187020 3546270 64.777518582 27.969121006 75 3114.8 1.49 5.61 2750 2.5647 5950 3 62.9 5.69 0.56
7610150 3344980 68.532037842 23.199765546 60 14280.3 1.74 6.09 2915 0.913 ND 3 55.7 9.51 1.37
6826070 3338470 61.508596551 23.962058243 16 2751.9 1.82 4.89 2864 1.7513 6280 1 49.4 12.057454 0.41
6978800 3454810 62.909996883 26.107548648 15 44421.3 0.919 7.07 2710 3.1955 5690 1 66.1 4.1211298 0.48
7528250 3581500 67.829333794 28.930686155 76 55413.3 1.35 6.79 2602 2.6726 3420 0 72 1.2687321 2.02
6929350 3201030 62.349052827 21.219267967 28 22880.6 1.87 5.03 2841 1.577 6080 0 54.9 7.8553413 1.07
6927760 3252660 62.372637967 22.214690290 28 22880.6 1.67 5.42 2803 1.9671 6290 3 58.4 6.7035845 0.32
6860910 3324580 61.814651601 23.668118764 16 2751.9 1.84 5.01 2814 1.7596 6170 1 56.5 6.7845674 0.34
7022502 3418322 63.295547343 25.368100892 25 2327.6 1.96 4.66 2806 1.7181 6610 3 56.2 7.38 0.35
6930140 3318210 62.431705193 23.476149386 15 44421.3 1.8 4.97 2724 2.241 5620 1 63.1 4.3730766 0.49
7758490 3503090 69.904748494 27.076093065 83 1161.5 2.82 3.37 2700 0.72044 4770 3 75.5 3.61 0.63
7501390 3464320 67.597702094 26.157318881 40 407.7 1.38 6.57 2663 2.4568 5210 2 83.1 1.259734 0.84
7667450 3449900 69.084040601 25.738642927 76 55413.3 1.37 6.67 2654 2.4402 5800 3 75.8 2.5824547 0.4
6832810 3338320 61.568930465 23.953328798 16 2751.9 1.93 4.38 2914 1.6019 6860 0 52.4 7.2164762 0.44
7089391 3408446 63.892900528 25.132378762 28 22880.6 1.74 5.95 2737 1.6185 5710 3 71.2 4.56 0.28
7155350 3543800 64.493816703 27.907672712 47 7951.5 1.23 5.77 2798 2.905 6080 3 62.4 9.78 0.82
6974750 3508600 62.876389482 27.165634676 15 44421.3 0.808 9.14 2709 1.9256 5500 0 66.2 4.3010918 0.38
7044680 3632352 63.479296949 29.652634710 76 55413.3 0.84 9.57 2677 1.6434 5820 0 72.5 2.12 0.44
6892700 3280200 62.076172022 22.789325739 15 44421.3 1.65 5.71 2742 2.0003 5770 1 63.9 5.8307688 0.3
6954250 3238540 62.599752614 21.902608359 24 16584.2 3.27 1.16 2616 1.4276 5330 1 75.5 0.719848 0.53
7269920 3521280 65.523526296 27.456374491 39 24592 1.24 8.31 2672 1.4857 5780 0 73.8 2.65 0.59
6902720 3603210 62.216082407 28.980716725 24 16584.2 1.82 5.17 2715 2.0335 5390 1 66.2 4.6520177 0.49
6947730 3617460 62.615435203 29.284968571 47 7951.5 1.3 7.38 2718 1.8177 5790 3 70.1 4.948955 0.38
7611920 3446690 68.585748281 25.687869997 74 2743.7 0.795 8.13 2689 2.7556 4320 3 68.1 3.7162153 0.6
7054760 3517420 63.593866065 27.347459603 76 55413.3 1.76 5.4 2732 1.9505 5940 3 65.1 5.42 0.52
6862200 3464350 61.864949484 26.319386933 28 22880.6 1.05 7.41 2916 1.7347 6220 4 53.7 10.617758 0.49
6885280 3496320 62.073711639 26.926334203 15 44421.3 1.2 7.63 2756 1.743 5590 1 62 6.0467232 0.42
6952310 3678150 62.632206211 30.469952289 75 3114.8 1.74 5.76 2737 1.7098 5210 3 67.8 5.0569322 0.54
6951440 3518890 62.666875622 27.365250269 15 44421.3 2.09 3.88 2832 1.7596 6210 0 54.3 8.7011627 0.19
6979190 3663050 62.879971998 30.202142279 68 1730.9 0.373 8.09 2664 4.0006 5120 0 70.7 2.0605649 0.51
6847510 3636600 61.710552845 29.579736528 19 2296.7 1.82 5.25 2767 1.7181 5580 0 56.3 5.938746 0.37
6975460 3577670 62.874635829 28.522964741 41 1291.9 0.985 1.59 2580 7.4451 4160 1 67.7 0.68835465 1.1
7096670 3546300 63.967193130 27.941615403 76 55413.3 0.43 10.8 2639 1.9256 3780 3 74.4 1.34 1.08
6892050 3540200 62.132354177 27.767282934 36 396.9 1.79 5.68 2762 1.4774 ND 0 66.5 6.5776111 0.71
7029394 3611922 63.349272215 29.232366153 76 55413.3 0.68 9.2 2669 2.2908 4600 0 70.1 2.21 0.55
6940190 3350830 62.536286695 24.098062784 15 44421.3 1 7.49 2711 2.4983 4810 1 65.6 4.589031 0.91
7374370 3503900 66.460898292 27.083602470 53 9371.4 1.55 6.82 2696 1.5438 4830 3 70.8 3.56 0.62
6891250 3340020 62.093293773 23.933401890 27 1792.8 1.7 4.58 2925 1.9339 6050 0 51.3 11.247625 0.36
6660800 3246340 59.980824944 22.451355545 14 13371 2.07 2.12 2610 3.9176 5950 0 74.8 0.33832856 0.4
6914710 3591940 62.326535200 28.770505389 24 16584.2 0.819 7.99 2684 2.7058 5310 1 69 3.5362533 0.4
7344820 3626770 66.170474597 29.807698845 60 14280.3 0.95 5.42 2735 4.0255 ND 2 68.7 1.9 ND
7238315 3600492 65.225462216 29.144925297 67 6997.8 1.34 6.52 2767 2.0252 5770 3 64.2 4.43 0.68
7571560 3513760 68.228694947 27.328144637 77 11958.7 0.651 8.63 2817 2.1663 5570 4 70.8 5.0929246 0.81
7677200 3253360 69.064222524 20.804221263 88 202.9 1.46 6.14 2672 2.3406 4540 3 77.5 1.95 0.37
7285580 3538550 65.662375752 27.834231952 76 55413.3 1.13 7.35 2787 1.9007 5930 0 66.2 3.72 0.39
7024630 3486720 63.323732442 26.731561838 37 764.2 1.87 4.26 2864 1.8675 6330 0 55.7 8.6 0.15
6936850 3456650 62.533887139 26.154575387 15 44421.3 1 6.27 2680 3.4611 4960 1 68.6 3.5722457 0.49
7193487 3587128 64.827404445 28.831617160 68 1730.9 1.01 8.43 2771 1.4857 5730 0 60.4 5.01 0.4
7207191 3604721 64.945203219 29.211973702 76 55413.3 0.4 8.91 2654 3.2619 5860 0 74.7 1.05 0.52
6886280 3317230 62.038427235 23.503046765 28 22880.6 1.65 5.16 2792 2.0501 5860 3 58.4 6.8115617 0.32
7586550 3438250 68.356640444 25.496077185 56 3504.9 1.94 5.87 2687 1.1371 5240 3 70.8 2.9963673 0.42
6823420 3452240 61.515674518 26.099518555 27 1792.8 1.4 6.52 2898 1.3197 5910 3 51.4 8.1612767 0.44
7238070 3531300 65.237085493 27.665733982 60 14280.3 0.96 6.7 2699 3.1208 5930 3 81.8 1.1 0.29
7434700 3361650 66.970248509 23.827077044 39 24592 1.11 6.78 2842 2.1082 5800 3 56.2 10 0.52
6979210 3579200 62.907939817 28.554797633 41 1291.9 0.824 7.54 2661 3.0129 5650 1 73.1 2.2315288 0.49
6936110 3581830 62.520816395 28.585670580 47 7951.5 1.14 7.17 2727 2.1497 5850 3 69.2 4.9039645 0.33
6778960 3186100 60.994537331 21.191193389 15 44421.3 1.53 5.79 2883 1.5272 5970 1 51.3 8.1972691 0.32
7118103 3577937 64.153753872 28.598156804 76 55413.3 1.55 5.68 2741 2.0667 6060 3 63.2 5.33 0.41
6985150 3513070 62.969564662 27.254281355 53 9371.4 1.81 3.43 2777 2.8718 5530 3 61.5 8.19 0.51
6904730 3214880 62.139996334 21.525550352 28 22880.6 1.76 4.26 2809 2.2742 6170 3 56.5 7.7923546 0.17
7004600 3356890 63.115862935 24.160491241 15 44421.3 1.69 5.08 2679 2.3572 5690 1 71.5 2.68 0.42
6991370 3655725 62.992284771 30.069802072 76 55413.3 0.81 7.74 2697 2.7224 5300 0 67.4 2.59 0.46
7332729 3609887 66.068474686 29.423341996 62 1864.4 2.32 4.83 2768 0.45484 5630 2 51.1 10.5 0.77
7188669 3415618 64.784818271 25.221774978 28 22880.6 1.71 4.32 2846 2.2078 5890 3 51.2 10 1.34
7479700 3522490 67.404568568 27.520299314 60 14280.3 1.71 6.61 2732 0.9296 3530 0 68.2 4.8409778 1.56
7038270 3461900 63.444294718 26.233037841 35 6197.2 2.11 4 2822 1.4193 6040 3 57.1 8.17 0.5
7592720 3415850 68.406138139 24.947424399 56 3504.9 0.8 8.15 2748 2.2161 4620 3 61.8 6.05 0.74
7015896 3624088 63.224284555 29.464786547 76 55413.3 0.42 9.61 2651 2.5564 5060 3 69.8 2.05 0.83
6894920 3603110 62.146164338 28.974229140 24 16584.2 0.911 6.77 2634 3.3698 5400 1 72.8 1.8536086 0.57
6959290 3197440 62.613381235 21.097606561 28 22880.6 1.2 7.13 2759 1.8177 6070 3 66.7 4.1301279 0.26
6839470 3516100 61.662343994 27.300688374 15 44421.3 1.51 6.2 2692 1.909 5630 1 66.6 2.7714148 0.44
7314586 3569485 65.917254484 28.521732859 76 55413.3 0.42 7.99 2668 3.6603 ND 0 72 1.41 0.61
7309800 3434500 65.875116792 25.560553445 76 55413.3 0.96 8.23 2672 1.9837 4570 3 68.2 2.52 1.08
7673600 3267500 69.044532959 21.165384462 76 55413.3 2.23 4.16 2648 1.5936 4670 0 74.2 0.66 0.34
7071186 3350558 63.709833145 23.972897893 16 2751.9 1.8 4.38 2743 2.2327 5990 1 63.8 4.48 0.39
6660510 3360040 60.032680909 24.485852067 15 44421.3 1.13 7.66 2626 2.1082 5850 1 72.7 1.4306979 0.69
6945530 3214560 62.504138937 21.452470479 28 22880.6 0.772 8.34 2743 2.1248 6120 3 67.3 5.7677821 0.85
6846150 3544670 61.720034956 27.841558735 18 15883.8 1.88 4.55 2840 1.5272 6200 3 56.8 6.5146244 0.37
6709330 3391030 60.479999175 25.015080662 15 44421.3 2.94 1.94 2699 1.0707 6020 1 68 2.7174262 0.3
6970960 3699560 62.788205489 30.908292132 67 6997.8 1.37 6.43 2735 1.9173 ND 0 64.1 4.6610158 0.81
7570800 3540800 68.219308529 27.980782388 77 11958.7 0.706 7.5 2851 2.5232 ND 4 68.8 5.5248334 1.44
6744190 3228410 60.715058643 22.018691302 14 13371 1.27 1.59 2599 6.2914 4860 1 71.9 0.83862292 0.45
6702210 3157170 60.285826205 20.793341728 19 2296.7 1.89 5.09 2959 0.68558 6800 3 54.8 10.167853 0.28
7078660 3481930 63.808210869 26.629730492 15 44421.3 1.97 4.84 2705 1.5438 5480 0 69.1 3.4 0.32
7585330 3342440 68.308603311 23.175415133 60 14280.3 2 3.24 3009 1.577 ND 3 50 14.3 1.85
7071426 3352281 63.712710928 24.007474187 15 44421.3 1.91 4.17 2746 2.0418 6160 1 62.8 5.27 0.39
6987007 3348728 62.954912497 24.015175281 26 1315.8 1.65 5.08 2695 2.2742 5820 3 68.7 3.4 0.84
7331675 3602307 66.061566519 29.255244366 60 14280.3 1.51 4.87 2744 2.6228 ND 2 45.2 2.15 2.23
7560630 3358660 68.096098749 23.600747587 76 55413.3 1.22 5.65 2890 2.3157 4560 3 49.2 9.62 1.11
6990643 3697420 62.965550205 30.889742205 74 2743.7 1.45 5.97 2732 2.0169 5130 3 64.3 4.28 0.46
7140855 3385692 64.347442684 24.630532763 26 1315.8 1.83 4.92 2759 1.6268 6390 3 63.6 7.68 0.11
7029462 3576597 63.359171918 28.527103646 75 3114.8 0.95 9.11 2741 1.0043 5130 3 65.6 5.71 0.52
6978630 3499270 62.911295570 26.982266208 35 6197.2 1.43 4.56 2691 3.2287 ND 0 66.8 3.6442305 0.47
6926400 3585410 62.432925637 28.650339525 15 44421.3 1.98 3.73 2766 2.0501 5720 1 60.3 7.0275161 0.39
7279740 3476080 65.611385153 26.477317460 76 55413.3 0.66 9.4 2645 1.9505 5410 3 72.4 1.54 0.38
7094998 3605808 63.939244095 29.154466670 74 2743.7 1.54 5.15 2749 2.2493 5030 3 62.9 6.46 0.9
7193100 3493350 64.835144798 26.856265996 76 55413.3 0.93 6.72 2615 3.2868 4970 0 76.9 1.1 0.85
7437650 3546850 67.024758129 28.071226513 76 55413.3 1.75 4.56 2629 2.573 4020 3 75.4 0.77 1.11
6948030 3328220 62.596706935 23.651651314 15 44421.3 0.878 6.24 2648 3.6437 5060 1 73.2 2.2585231 0.59
6910330 3599020 62.285452434 28.904527578 24 16584.2 0.832 7.16 2604 3.2702 4510 1 72.8 1.9255934 0.52
6745230 3424810 60.809826529 25.615427888 15 44421.3 1.26 6.96 2705 1.8343 5890 0 68.4 2.9963673 0.34
7134110 3544440 64.303237757 27.914625891 53 9371.4 1.15 5.73 2860 2.4734 5870 3 65.1 10.5 0.57
6828670 3456050 61.563234665 26.169831996 15 44421.3 1.53 5.39 2795 1.909 5750 0 60.3 5.6328106 0.42
7384200 3475040 66.548049925 26.434305357 53 9371.4 1.82 5.46 2690 1.4525 4290 3 71.6 3.23 0.79
6851130 3393070 61.752311860 24.972250486 27 1792.8 1.67 5.24 2815 1.5604 ND 3 56.3 6.6765902 0.81
6752110 3217080 60.777984975 21.800525228 18 15883.8 1.86 4.91 2706 1.6849 5600 3 67.7 2.9333806 0.46
6770630 3188650 60.922176058 21.251555970 15 44421.3 2.08 4.62 2668 1.4442 5620 1 69.8 1.8626067 0.57
6721970 3338310 60.575590440 24.047200127 16 2751.9 1.98 3.96 3015 0.9877 6650 1 49.5 6.2176871 0.36
7131320 3558550 64.276106781 28.204996348 53 9371.4 1.02 6.17 2709 3.0378 5530 3 77.9 1.2 0.42
6725480 3414720 60.630604514 25.438747275 15 44421.3 1.65 4.16 2735 2.6892 5800 0 68.5 3.1223407 0.3
7268520 3536780 65.509593914 27.791098687 76 55413.3 0.45 9.36 2792 1.9339 5800 0 68.5 3.38 0.75
6936570 3463220 62.532088997 26.282249544 15 44421.3 1.5 4.87 2798 2.3406 6050 1 61.7 5.6867992 0.42
7675470 3554940 69.155044030 28.378669813 85 3786.1 0.902 8.41 2660 1.8758 4530 3 72.7 2.6454414 0.47
7513570 3437530 67.702387937 25.521012753 40 407.7 1.45 7.59 2677 0.913 5880 2 74.8 3.5182571 0.45
7459360 3352020 67.186427735 23.575903611 39 24592 1.98 2.21 2811 2.9133 5130 0 58.6 6.22 0.98
7117750 3454450 64.156310043 26.060317560 35 6197.2 1.15 6.89 2744 1.9837 5060 3 67.7 5.48 1.2
7061320 3561540 63.647804644 28.238643867 58 2653.2 1.69 7.42 2696 0.29548 6110 0 78.4 1.62 0.39
7144411 3372743 64.374732370 24.359789314 25 2327.6 1.66 3.25 2778 3.1208 6420 3 62.8 7.19 0.17
6985300 3453250 62.968107975 26.075021688 15 44421.3 1.84 3.91 2815 2.0086 5490 1 57.5 6.56 0.37
6944500 3557470 62.600643296 28.115586166 24 16584.2 1.26 6.88 2632 2.0916 5040 1 70.5 2.5644585 0.39
6792050 3538810 61.235235555 27.719467231 16 2751.9 2.28 2.75 2904 1.3446 ND 1 51.8 7.9813147 0.5
7084431 3351060 63.828697236 23.970332845 15 44421.3 1.86 4.14 2649 2.3904 5690 1 72.5 1.82 0.54
7381380 3534950 66.521830473 27.781964835 39 24592 0.18 9.97 2711 2.4568 5440 3 65.6 3.78 0.43
6781490 3279080 61.080210080 22.901702386 20 4130.1 1.63 5.78 2821 1.1703 6050 0 55.6 6.9735275 0.56
7615190 3469400 68.618478879 26.243972602 77 11958.7 0.422 9.11 2879 1.8177 5450 4 67.3 6.1277061 0.59
7653990 3263200 68.865978637 21.105334749 74 2743.7 1.39 6.29 2782 1.5687 5500 3 63.3 4.76 0.35
7721980 3534370 69.575291829 27.877756220 85 3786.1 1.06 7.54 2690 1.8924 4870 3 68.4 2.86 0.7
7026533 3603846 63.326053296 29.069324717 76 55413.3 1.46 6.07 2831 1.3612 5870 3 61.3 7.02 0.57
6980720 3449450 62.926513453 26.001526255 24 16584.2 0.75 6.46 2635 3.7433 5240 1 73.4 1.99 0.43
6847700 3650850 61.706924706 29.848969797 15 44421.3 1.87 5 2676 1.5853 5930 1 71.9 1.9885801 0.27
6928860 3598690 62.451707568 28.908705294 15 44421.3 1.37 6.76 2681 1.6351 4620 1 69.1 3.5002609 0.43
7077952 3377471 63.780878688 24.511406127 25 2327.6 1.56 5.03 2849 1.7762 6280 0 55.5 7.1 0.11
6833960 3268590 61.543699774 22.643095194 28 22880.6 1.33 5.36 2729 2.5896 4700 3 63.1 4.7330006 0.35
6849500 3318520 61.709617503 23.564795803 16 2751.9 1.18 6.59 2822 1.7513 5920 0 50.3 8.3142444 0.57
6948890 3291920 62.585738720 22.945666984 15 44421.3 1.85 4.44 2772 1.6683 5640 1 62.4 6.4516377 0.4
7631080 3387400 68.739716357 24.213525332 60 14280.3 1.88 5.14 2760 1.1122 6220 2 65 7.92 0.21
