XCOORD YCOORD GEOLAT GEOLON UNIT UNITAREA U TH RHO K PVEL METAM SIO2 FE2O3 POR
7188091 3633451 64.763850625 29.801161292 69 17 1.46 5.73 2852 1.5023 6270 0 56.5 6.16 0.39
7033841 3591860 63.394850052 28.834414571 76 55413.3 0.4 9.94 2669 1.9588 5740 3 71.2 2.22 0.42
7190610 3538690 64.810670230 27.810751626 58 2653.2 1.64 3.84 2751 2.739 ND 0 81.7 2.05 0.95
6681950 3346450 60.220030364 24.226202284 15 44421.3 1.88 4.75 2723 1.5106 5690 0 65 3.4732666 0.32
7081206 3338721 63.794346469 23.723463495 24 16584.2 2.16 3.07 2651 2.2493 5760 1 72.4 1.85 0.44
6978130 3688490 62.858253169 30.699924554 74 2743.7 1.34 5.19 2796 2.3904 ND 3 61.4 7.5044154 0.92
6875020 3431330 61.975417925 25.687207223 27 1792.8 1.54 4.53 2894 1.992 5870 0 56.1 7.7473641 0.6
6835990 3227980 61.535383169 21.879406775 15 44421.3 1.14 6.97 2820 1.5272 6260 1 59.1 6.0467232 0.23
7466760 3466920 67.287530740 26.228540667 39 24592 1.33 5.84 2671 2.3821 ND 3 72.7 1.8536086 0.63
7003249 3713407 63.069325850 31.220316350 74 2743.7 1.26 5.63 2783 2.3074 5790 3 61.9 6.82 0.94
6716300 3420150 60.549363482 25.541639598 20 4130.1 1.5 6.32 2736 1.3031 ND 3 65.5 4.1661203 0.42
7047827 3605101 63.516590436 29.108333076 75 3114.8 1.38 5.71 2728 2.0999 5370 3 64.8 4.67 1.23
7022708 3669932 63.266590681 30.382147843 67 6997.8 0.52 8 2732 2.7473 5630 0 63.7 4.16 0.4
6885920 3484300 62.079139463 26.696327911 15 44421.3 1.28 5.58 2713 2.5149 5880 1 65.1 4.7599949 0.38
7706190 3556030 69.430121781 28.424077173 85 3786.1 1.64 5.97 2692 1.3114 5900 3 65.9 4.28 0.39
7029604 3362856 63.342244270 24.257390531 15 44421.3 1.81 4.47 2727 1.8177 5570 1 67.8 4.13 0.39
7687800 3280000 69.181590150 21.444795654 1 118.7 1.4 5.47 2666 2.4319 4990 3 81.1 1.64 0.34
6781090 3268740 61.070690257 22.711135143 16 2751.9 1.99 3.9 2854 1.2948 6060 0 54.9 7.2254743 0.24
7426520 3396420 66.910855237 24.629647902 39 24592 0.47 6.39 2658 4.3243 ND 0 66.2 3.07 1.1
7009564 3607293 63.172909964 29.126849911 56 3504.9 0.7 8.35 2871 1.4857 5730 2 38.1 5.45 0.62
7447030 3592580 67.098296244 29.127400920 58 2653.2 0.73 3.61 2676 5.5776 5370 2 74.1 2.06 0.89
7085806 3621760 63.851667926 29.472210269 75 3114.8 1.66 4.99 2725 1.8343 5880 3 66.2 4.51 0.42
7096600 3433870 63.963302287 25.646712124 15 44421.3 0.95 5.71 2685 3.3947 5760 3 69.2 3.16 0.46
6966400 3680820 62.757085317 30.536942366 74 2743.7 1.38 5.23 2766 2.2659 ND 3 61 7.6393869 ND
7009200 3475130 63.184686435 26.502671867 35 6197.2 1.22 6.37 2824 1.66 5740 3 58.1 7.27 0.4
6890670 3634840 62.098065079 29.578878706 47 7951.5 1.42 6.24 2709 1.6185 5270 3 71.4 4.5800329 0.52
7197216 3563195 64.866197472 28.329340649 75 3114.8 1.28 5.7 2742 2.2659 5740 3 62.1 5.68 0.45
6999396 3300015 63.042280440 23.042467587 28 22880.6 1.15 6.43 2753 2.0335 5660 0 64.6 5.8 0.33
7592350 3412750 68.401880778 24.872337627 56 3504.9 1.5 5.91 2874 1.0375 5830 3 58.5 8.81 0.52
6723860 3257460 60.551848976 22.574237828 14 13371 0.864 3.26 2622 5.6274 4550 1 74.9 0.74594249 0.3
6938900 3484400 62.554502202 26.693431082 22 814 0.99 4.21 2722 4.1998 5540 1 62.3 5.5338315 0.61
6757960 3286190 60.873475836 23.059326275 15 44421.3 1.12 6.89 2772 1.6766 5620 0 63.5 5.1739075 0.26
7067451 3595509 63.695239600 28.927614711 76 55413.3 1.31 7.44 2673 1.1122 ND 3 71.9 2.55 0.5
7068765 3633074 63.694856470 29.687394203 75 3114.8 1.65 6.44 2752 0.61918 5620 3 64.1 6.16 0.65
7366780 3615340 66.371593572 29.574552865 56 3504.9 1.15 4.82 2813 2.9631 ND 2 66.8 9.63 ND
7111447 3335358 64.063593380 23.622885380 24 16584.2 2.3 2.43 2630 2.241 5500 0 74.4 0.5 0.68
7096859 3334871 63.932728807 23.628722573 24 16584.2 0.87 5.4 2616 4.0172 5610 1 73 0.97 0.37
6807940 3404860 61.368051334 25.217702860 15 44421.3 1.31 4.2 2657 3.5358 4960 0 68.8 2.6004509 0.63
6795990 3366700 61.249695328 24.513296526 15 44421.3 1.07 5.1 2683 3.4279 5570 2 69.1 2.6184471 0.39
6930810 3670210 62.443366796 30.294102984 57 3353.3 1.93 5.4 2798 0.43492 6410 0 54.1 10.617758 0.23
7339208 3621792 66.122163991 29.692103012 76 55413.3 1.03 6.62 2717 2.2825 6090 3 70.3 2.33 0.48
7454290 3571880 67.169004714 28.655575282 76 55413.3 1.02 7.87 2633 1.7015 4170 3 68.8 2.62 1.5
7009401 3616242 63.168679434 29.304246456 67 6997.8 1.23 6.27 2715 1.992 5550 3 62 4.09 0.55
7065738 3586108 63.682297211 28.736706592 75 3114.8 1.39 5.06 2757 2.2908 6040 3 63.4 6.03 0.37
6704450 3410810 60.441086749 25.376819666 16 2751.9 1.68 4.92 2863 1.2367 5100 1 54.2 6.3526586 0.97
6892840 3387450 62.124701188 24.839660569 27 1792.8 1.42 5.51 2786 1.7679 5950 3 58.9 6.9645294 0.59
7056544 3384526 63.591386596 24.670168733 15 44421.3 1.78 4.35 2752 1.7513 6210 1 64.4 4.64 0.29
7602800 3551900 68.504331364 28.264519374 77 11958.7 0.537 6.75 2793 3.237 3770 4 69.9 5.8847574 1.01
7539700 3408380 67.928808632 24.811485196 47 7951.5 0.82 6.93 2736 2.5315 4260 3 74.1 5.04 0.78
6743160 3305630 60.750912847 23.431284108 19 2296.7 2.09 3.75 2795 1.1869 5700 3 62.4 8.1432805 0.53
7707210 3511660 69.444847228 27.293073901 81 918.4 2.13 3.62 2872 0.913 6280 0 56 7.49 0.43
7100670 3535830 64.004301078 27.728846465 76 55413.3 1.31 6.86 2665 1.5023 4950 0 71.6 2.26 0.76
7598350 3541880 68.466108925 28.017830739 77 11958.7 0.63 7.22 2772 2.7058 4300 4 70.3 5.9297479 1.01
6745940 3320640 60.782856779 23.703518140 14 13371 1.95 2.63 2610 3.071 5320 1 75.2 0.45080481 0.41
7667740 3257050 68.983205589 20.919648759 76 55413.3 0.84 7.11 2699 2.4568 5000 3 70 2.83 0.57
7020961 3641804 63.263132978 29.821117711 76 55413.3 0.9 7.95 2674 1.7596 5350 0 72.9 2.21 0.69
7124844 3398223 64.207880876 24.900607942 28 22880.6 1.04 7.42 2731 1.5521 6130 3 70.7 5.41 0.15
6853160 3294890 61.730470699 23.114943702 15 44421.3 1.6 4.4 2752 2.1663 6000 1 64.9 4.4270652 0.24
7086306 3592380 63.865123761 28.875580261 73 218.3 1.29 6.53 2724 1.5438 4630 3 65.7 4.96 1.25
7546450 3366630 67.972983338 23.809387921 60 14280.3 0.82 6.44 2694 3.0046 5210 3 80.4 2.88 0.5
6980040 3658730 62.889487941 30.118173769 76 55413.3 0.538 7.55 2736 2.8054 ND 0 60.8 4.4900519 0.61
7119399 3609013 64.156978408 29.237238540 74 2743.7 1.53 5.3 2711 1.8343 5590 3 64.4 5.98 1.58
7083540 3565710 63.846331106 28.332130677 76 55413.3 1.56 4.88 2628 2.3738 5570 0 73 0.89 0.48
6721540 3327890 60.567405962 23.857807726 16 2751.9 2.2 3.15 2933 0.82336 6160 1 48.5 9.717948 0.28
7334523 3591317 66.090445849 29.014788037 60 14280.3 1.1 6.29 2787 2.0003 5800 3 54.5 9.72 2.11
7008430 3515350 63.178331868 27.301377836 44 340.8 0.96 4.84 2600 4.1417 4390 1 74.2 1.8 0.84
6996769 3313383 63.025894653 23.309082106 28 22880.6 2.42 2.39 2682 1.6268 5900 0 67.2 2 0.51
6883550 3233520 61.964355998 21.913304997 23 1768.2 1.2 5.58 2625 2.8303 5380 1 76.2 1.6106599 0.49
6878900 3562150 62.011416704 28.183336106 15 44421.3 1.43 5.52 2687 2.0086 ND 1 66.4 3.7342115 ND
7584830 3444350 68.342492480 25.645093777 56 3504.9 2.33 3.27 2781 0.8632 5080 3 60.3 6.6945864 0.43
6683810 3199730 60.155092537 21.586402990 18 15883.8 1.6 4.21 2843 1.9505 5590 3 61.9 6.3256643 0.26
7329760 3411980 66.048593401 25.053681714 53 9371.4 0.93 4.31 2855 3.6686 6290 2 52.1 10.2 0.24
7476440 3471070 67.374753593 26.322361118 76 55413.3 1.05 6.58 2625 2.49 ND 3 71.8 1.6376542 1.48
6721620 3415650 60.596171594 25.457386676 20 4130.1 1.87 3.69 2918 1.3446 5760 3 50.1 8.728157 0.73
6963670 3556990 62.772679529 28.112679732 76 55413.3 0.596 7.55 2727 2.6311 5620 0 63.6 4.2111108 0.51
7317600 3416170 65.940737752 25.153986132 64 954.6 1.42 6.94 2961 0.04897 6700 0 56.3 9.17 0.5
7731420 3526960 69.660756336 27.690326254 83 1161.5 2.02 3.54 2648 1.9754 5520 3 76.8 1.89 0.88
7025388 3694243 63.278269693 30.868472513 67 6997.8 0.56 7.87 2670 2.6975 5360 1 67.7 2.9 0.54
7489750 3545290 67.492075316 28.055753974 67 6997.8 0.838 7.43 2612 2.4817 ND 0 71.8 1.4936846 1.93
7177661 3574352 64.688577553 28.554458219 67 6997.8 0.66 6.16 2635 3.8097 5280 0 73.6 1.21 0.52
7340830 3389600 66.140758596 24.550730604 57 3353.3 1.67 4.25 2841 1.7098 ND 2 51.3 11.9 1.27
7028658 3353129 63.329904677 24.064273558 30 743.3 1.79 3.89 2795 1.8011 5810 3 57.7 7.25 0.52
7327800 3504750 66.043261699 27.100982469 76 55413.3 0.72 10.2 2665 0.55195 ND 0 72.4 1.45 0.57
6763340 3293620 60.925585807 23.190045578 20 4130.1 2.17 3.04 2846 1.2118 6230 3 58 6.5596149 0.39
7155800 3428920 64.493181458 25.517560031 32 706.1 1.38 4.63 2764 2.4817 6100 0 61.3 5.47 0.37
6847120 3306280 61.682314277 23.336398311 26 1315.8 1.73 5.1 2721 1.328 6400 0 66.5 3.2213198 0.35
6781620 3314410 61.099633673 23.554953826 16 2751.9 1.76 4.28 2842 1.4276 5920 0 57.3 6.568613 0.57
6797370 3274770 61.219894520 22.803196662 15 44421.3 1.3 5.85 2732 1.909 5690 1 62.2 4.5710348 0.58
6961690 3496050 62.759289737 26.919333907 15 44421.3 1.28 5.68 2751 2.0169 ND 0 61.4 5.5428296 0.29
7598700 3512770 68.472055354 27.307508048 77 11958.7 0.607 6.72 2892 2.6145 5290 4 68.5 6.2716757 1.06
7113700 3472810 64.121926275 26.438357360 35 6197.2 1.43 3.99 2962 2.1497 ND 3 49.3 13.2 0.59
7083990 3548400 63.853179296 27.980499453 75 3114.8 1.42 4.74 2725 2.407 ND 3 63 5.73 1.43
7047200 3559720 63.521474695 28.196591592 76 55413.3 0.37 10 2679 1.577 5000 3 68.8 3.22 0.55
6839190 3315120 61.615648789 23.511079076 27 1792.8 1.9 3.9 2873 1.2035 6560 0 60.7 6.7215807 0.35
7676300 3461140 69.165204443 26.017047308 77 11958.7 0.493 6.7 2907 2.8718 4500 4 67.5 6.388651 1.56
6882010 3279500 61.980103403 22.789233667 24 16584.2 1.17 4.8 2619 3.4196 5500 1 74.8 1.7726257 0.49
6690330 3347350 60.295493936 24.236089858 18 15883.8 1.37 6.22 2873 0.9213 6250 0 57.8 7.2344724 0.28
7054270 3537200 63.587955188 27.745777573 76 55413.3 1.44 5.33 2771 1.7181 5850 3 63.4 6.48 0.35
6828210 3332450 61.525207690 23.847212414 28 22880.6 1.65 5 2847 1.1288 6880 3 51.7 7.6663812 0.59
6741560 3418920 60.775742143 25.508785770 15 44421.3 1.38 5.13 2819 1.8592 6020 0 58.3 6.3436605 0.32
6768330 3319390 60.982889720 23.659687262 20 4130.1 1.82 3.67 2927 1.3778 6600 3 55 7.6843774 0.09
7015902 3323561 63.202323773 23.489091364 24 16584.2 2.13 1.93 2625 2.8469 4690 1 74.5 0.54 0.77
7349800 3619940 66.217756678 29.661117994 60 14280.3 1.5 5.83 2673 1.5189 ND 2 70.5 2.66 ND
7249030 3525600 65.335869562 27.545861515 60 14280.3 0.63 8.24 2709 1.992 5910 3 66.4 3.07 0
7031850 3486580 63.388498657 26.728156107 32 706.1 1.13 2 2673 5.3452 5410 1 63.9 4.71 0.84
6765300 3183430 60.870456115 21.164544741 15 44421.3 2.32 3.01 2658 1.4027 5920 1 71.4 1.7546295 0.42
7534450 3374340 67.869004241 24.007141654 60 14280.3 0.66 6.44 2621 3.5607 5530 3 82.8 0.84 0.58
6926570 3507600 62.444136867 27.143879184 15 44421.3 0.94 5.87 2710 2.8718 4270 1 62.9 5.5878201 0.96
7041380 3600617 63.460086091 29.014232018 75 3114.8 1.46 5.11 2741 1.8924 5620 3 65.2 4.95 0.42
7612220 3552070 68.588730474 28.273436940 77 11958.7 0.526 7.02 2691 3.2204 4110 4 64.2 7.2614667 1.43
6891930 3315220 62.088050048 23.458819288 15 44421.3 1.38 4.77 2881 1.8841 5930 1 53.7 8.7461532 0.26
7023730 3494420 63.315865370 26.885252668 35 6197.2 1.75 4.39 2785 1.4608 6320 3 60.3 5.5 0.28
7305450 3379560 65.820131623 24.361562718 46 95.6 1.07 5.78 2829 2.1497 5790 0 56.2 7.49 0.95
7586700 3521180 68.363974612 27.510354342 77 11958.7 0.6 8.28 2808 1.66 4760 4 78.3 3.5182571 0.79
6764060 3392450 60.971270915 25.010746538 14 13371 0.654 2.58 2603 6.4408 ND 0 73.6 0.56328106 0.69
6977140 3714530 62.835058212 31.208716205 67 6997.8 0.998 5.83 2747 2.573 ND 0 65.4 4.2740975 0.54
7118150 3494410 64.162879796 26.881549219 52 402.9 1.4 4.97 2914 1.5521 6050 0 57.3 10.6 0.16
7056576 3612319 63.592811293 29.259436199 75 3114.8 1.5 4.96 2726 1.909 4620 3 65.5 4.53 0.68
7076780 3555640 63.787441477 28.125078987 76 55413.3 1.06 7.78 2671 1.2367 5480 3 69.3 2.15 0.44
6912830 3322810 62.278889941 23.582737994 27 1792.8 1.6 4.03 2784 2.1165 5460 3 59.6 6.0197289 0.3
6823350 3248210 61.436064291 22.275592038 15 44421.3 1.08 6.99 2718 1.5853 5880 1 68.1 3.2213198 0.21
7306650 3531600 65.852075692 27.688186022 62 1864.4 1.14 6.88 2939 0.77356 6190 3 55.1 8.43 0.42
7118630 3504110 64.167211877 27.080957614 50 184.6 0.99 4.14 2726 3.8927 5170 0 62.3 6.67 0.88
6980170 3651790 62.893601294 29.982038004 60 14280.3 0.762 6.4 2657 3.1042 ND 3 78.9 0.50209398 ND
7037292 3385775 63.419221178 24.709182378 15 44421.3 1.9 3.43 2833 1.5604 5970 1 57.4 6.76 0.3
6977160 3589470 62.887186625 28.755641788 41 1291.9 1.24 3.43 2598 4.1998 4290 1 76 0.70365142 1.08
6859020 3455970 61.835537622 26.160960046 15 44421.3 1.73 4.38 2726 1.6849 5660 0 63.4 3.8871792 0.5
6854720 3406380 61.788002805 25.222239742 16 2751.9 1.96 3.56 2905 1.0624 3400 0 47.4 8.1432805 0.41
6950310 3660640 62.622318001 30.127322558 53 9371.4 1.18 6.39 2742 1.6517 6140 0 66.7 8.3052463 0.61
7145948 3603435 64.396672571 29.141043166 67 6997.8 0.95 7.66 2707 1.4608 5890 0 70 3.09 0.35
6722430 3289030 60.556854173 23.149797518 15 44421.3 1.72 4.14 2684 2.0252 5390 1 67.4 2.6634376 0.37
7589950 3484500 68.393458536 26.618783438 77 11958.7 0.484 4.96 2868 4.1749 5690 4 66.4 5.8577631 0.95
6840350 3335550 61.635319478 23.894512827 26 1315.8 1.46 5.78 2705 1.4525 6140 0 65.6 3.0863483 0.49
6885250 3521650 62.072853419 27.410905410 18 15883.8 3.35 0.13 2831 0.0042745 6070 0 2.16 0.19255934 0.3
7512330 3516390 67.697526763 27.382792921 60 14280.3 1.34 7.64 2651 0.6059 4200 2 76.7 1.3047245 1.2
6736200 3318760 60.694739950 23.678105443 20 4130.1 1.63 4.76 2932 0.9711 6080 3 54.1 9.627967 0.36
7274015 3625640 65.536666898 29.714819730 76 55413.3 0.86 8.25 2672 1.3695 ND 3 72.8 2.2 0.45
7087650 3529200 63.888128369 27.590875136 76 55413.3 0.42 9.06 2767 1.6351 5460 3 62.6 5.93 0.48
6782890 3255910 61.079049000 22.471916108 15 44421.3 1.12 4.97 2668 3.0793 5890 1 69.9 2.159544 0.29
6924560 3597190 62.413541338 28.877244559 24 16584.2 1.01 6.06 2677 2.5315 5550 1 70.5 2.7264243 0.39
7201310 3557950 64.903856404 28.220404034 76 55413.3 1.52 5.03 2702 1.7928 5840 0 67.8 3.31 0.44
6647400 3244200 59.859609776 22.429698325 19 2296.7 0.81 7.89 2750 1.4608 6150 3 66.7 4.7330006 0.45
7359370 3448610 66.322156775 25.849800518 60 14280.3 0.66 4.09 2655 5.0049 4420 2 80.2 0.57 0.66
7173950 3542320 64.660819691 27.882266249 76 55413.3 0.69 7.51 2677 2.324 5900 0 71.2 2.64 0.43
7651850 3498400 68.948818624 26.955822112 77 11958.7 0.39 8.9 2678 2.1082 5500 4 75.6 3.7882001 0.82
6909250 3517300 62.288416631 27.330026842 15 44421.3 1.47 5.12 2764 1.6268 5030 1 62.3 5.8397669 0.46
7719650 3508810 69.556467327 27.221522832 81 918.4 1.58 5.2 2861 0.9462 5180 3 54.4 7.42 0.58
7233230 3426720 65.186962636 25.431901582 53 9371.4 1.74 4.72 2774 1.1454 6210 2 62.8 7.15 0.38
7074030 3450550 63.763644813 25.994352863 24 16584.2 1.64 2.7 2642 3.3615 5170 0 72.6 1.26 0.72
6887450 3474050 62.092297017 26.499983826 15 44421.3 0.891 6.7 2747 2.0916 5680 1 63.2 5.488841 0.46
7078150 3437170 63.798449893 25.721592901 35 6197.2 1.44 4.42 2769 2.1829 6510 3 64.2 6.66 0.43
7493680 3466750 67.528865076 26.216715985 56 3504.9 1.64 3.04 2830 2.4485 6150 2 56.7 11.877492 0.6
7078100 3489070 63.803486713 26.774693739 76 55413.3 1.1 7.29 2682 1.3031 5550 3 71.8 2.78 0.52
7083358 3363236 63.824054012 24.218308273 25 2327.6 1.37 4.71 2803 2.0418 6600 3 55.9 7.08 0.13
6959830 3531460 62.741294438 27.612060189 76 55413.3 0.413 7.56 2665 3.0378 5410 0 68.8 2.5104699 0.39
6723040 3236320 60.531214077 22.191373253 18 15883.8 2.01 2.6 3009 1.2035 6600 3 46.4 8.2692539 0.57
7012070 3523220 63.210569893 27.458152289 41 1291.9 1.12 5.89 2760 1.992 5450 1 65.4 4.52 0.66
6993050 3538300 63.038666316 27.753451980 53 9371.4 1.31 5.13 2644 2.4402 6070 1 76.1 1.63 0.24
6852570 3367350 61.757163577 24.484735515 27 1792.8 1.61 3.02 2805 2.6062 6230 3 57.7 6.2176871 0.3
6882750 3513600 62.050792851 27.256720462 18 15883.8 1.02 6.28 2734 2.0584 ND 3 67.3 5.1649094 0.47
6918140 3330050 62.329814732 23.716768527 24 16584.2 0.728 4.61 2650 4.3824 4060 1 74.9 2.7444205 0.72
6941800 3259550 62.502699659 22.327776584 22 814 0.946 6.48 2712 2.1829 5150 1 68.4 3.9141735 0.43
7276077 3617651 65.558132560 29.543973634 76 55413.3 0.5 7.65 2693 2.6062 ND 3 71.8 2.24 0.72
7113606 3374103 64.099196724 24.413867523 25 2327.6 1.71 3.61 2759 2.0252 6160 3 67 5.49 0.28
6753090 3307820 60.840922167 23.461556509 20 4130.1 2.08 3.35 2947 0.60673 6750 3 50.5 9.89791 0.39
7568770 3513460 68.203695787 27.320549516 77 11958.7 0.431 5.5 2911 3.6437 5690 4 66.2 5.8847574 0.98
6703020 3427070 60.431526004 25.672596548 18 15883.8 1.46 3.91 2810 2.3157 5810 3 60.4 6.0107308 0.11
7258443 3613716 65.401527374 29.444045701 76 55413.3 1.1 5.96 2695 2.1829 5810 0 71.7 2.22 0.24
6873200 3668630 61.927992631 30.208331290 14 13371 1.68 3.04 2629 2.9797 4790 1 75.2 0.9987891 0.67
6776860 3189800 60.978708240 21.262612660 15 44421.3 1.7 4.15 2749 1.6766 5910 1 62.9 4.49905 0.3
6956260 3580720 62.701780358 28.573663949 76 55413.3 0.578 6.9 2647 3.0793 4150 1 71.8 2.5014718 1.05
7335500 3553610 66.107827967 28.181958622 62 1864.4 1.31 5.93 2948 0.79016 5830 3 51.6 13.5 0.86
6899950 3555050 62.201357754 28.054341410 36 396.9 0.807 6.02 2804 2.5481 5850 3 53 8.5571931 0.43
7597150 3553480 68.453395810 28.300215386 77 11958.7 0.585 8.18 2773 1.6683 5020 4 75.3 3.0773502 1.08
7000580 3693811 63.056441063 30.830422983 67 6997.8 1.33 5.21 2714 2.0169 5150 0 58.9 3.4 0.42
7490210 3375800 67.473491790 24.091185104 60 14280.3 1.27 6.76 2554 1.6351 ND 3 88 1.58 ND
7130500 3534150 64.272031270 27.701221225 74 2743.7 1.13 5.49 2745 2.2493 4630 3 64.2 5.79 0.67
7141700 3437340 64.368398564 25.698694727 32 706.1 1.42 3.5 2672 3.1706 5760 0 70.4 2.58 0.78
6928900 3702570 62.410080230 30.917155103 76 55413.3 1.39 4.28 2698 2.5813 5230 0 65.6 3.3113008 0.54
7206800 3495950 64.958067506 26.910633071 76 55413.3 0.38 8.94 2683 1.9671 5710 3 69.4 2.99 0.63
6874550 3366580 61.953931992 24.453865927 15 44421.3 1.03 5.35 2711 2.7307 4240 1 65.4 4.2381051 0.79
6758510 3294550 60.882817969 23.212297260 15 44421.3 1.34 5.88 2707 1.5023 5430 0 68 3.1583331 0.32
6857260 3241720 61.734989520 22.106735991 15 44421.3 1.46 4.86 2751 1.7679 ND 1 62.8 4.9129626 0.52
7359910 3465260 66.329300643 26.221006947 60 14280.3 0.78 5.03 2651 3.8512 4380 2 79.9 1.89 1.08
7683060 3280470 69.139677582 21.467348875 76 55413.3 2 3.59 2693 1.4193 5960 3 63 3.67 0.46
6982470 3686780 62.897987820 30.671267808 67 6997.8 0.528 6.8 2645 3.2453 5140 0 67.2 2.1145535 0.68
7349900 3589950 66.228651747 28.995417003 60 14280.3 1.19 3.53 2711 3.6022 ND 2 75.8 1.75 ND
7624100 3563120 68.692927600 28.551813292 77 11958.7 0.29 9.13 2823 1.5687 4050 4 64.7 6.4156453 0.5
7065360 3553730 63.685310743 28.082424147 76 55413.3 0.54 9.08 2667 1.4525 5500 3 71.7 1.98 0.54
6884300 3295350 62.009494039 23.088179653 16 2751.9 1.59 3.85 2855 1.7928 6010 1 54.7 8.4222216 0.29
6848570 3365010 61.720487071 24.443450045 27 1792.8 1.45 4.55 2890 1.5521 5470 3 53.9 7.5314097 0.87
6761480 3253890 60.886257789 22.462055193 18 15883.8 1.91 3.32 2778 1.5521 6080 3 61.5 4.2471032 0.25
7105650 3538500 64.048685334 27.784667945 60 14280.3 0.49 6.86 2665 3.2204 5800 0 75.9 1.36 0.61
6866370 3219340 61.800646791 21.670986734 26 1315.8 1.74 4.06 2847 1.245 6230 3 56 8.7821456 0.23
7406500 3561800 66.742844023 28.398168337 57 3353.3 1.11 5.19 3097 1.4027 6260 3 48.9 2.86 0.91
6839500 3432300 61.656945503 25.719051179 28 22880.6 1.95 3.51 2741 1.411 ND 3 60 6.3796529 ND
7127760 3444430 64.244610823 25.850715760 35 6197.2 1.53 3.47 2887 2.1165 5460 3 55.8 10.1 0.39
6809590 3379860 61.375918609 24.749519985 15 44421.3 1.37 5.69 2705 1.5106 5670 0 67.2 3.1673312 0.28
7385760 3405410 66.548544365 24.866688124 39 24592 1.24 5.89 2695 1.7513 4720 0 69.5 3.86 0.59
7435500 3371510 66.981756405 24.051676102 39 24592 0.79 4.73 2582 4.2496 ND 0 74.9 0.46 1.38
7181144 3381510 64.707066740 24.511384242 16 2751.9 1.71 4.17 2957 0.8881 6690 0 49.5 10.2 0.24
6897580 3608620 62.168470312 29.081460136 15 44421.3 1.36 4.36 2909 1.8426 5800 0 52.1 10.617758 0.39
6922980 3701070 62.357897037 30.881336565 76 55413.3 1.03 5.03 2674 3.0212 5740 0 69.6 2.4204889 0.63
7286095 3589238 65.656980875 28.935864008 76 55413.3 0.88 5.68 2639 3.0793 5640 3 73.8 1.17 0.39
6932600 3299000 62.443840223 23.102234033 15 44421.3 1.48 4.24 2799 1.9422 5900 1 59.4 6.5596149 0.39
7005050 3404661 63.135686070 25.106164856 16 2751.9 1.78 3.92 2867 1.1371 5880 1 54.4 8.63 0.59
6735800 3281750 60.672669349 23.002610799 20 4130.1 1.92 3.26 2896 1.1454 6090 3 50.3 8.0443014 0.41
6967310 3325960 62.768324608 23.587886385 15 44421.3 1.63 4.09 2741 1.8094 5510 1 64 5.2998809 0.63
7242400 3519970 65.276796577 27.424046950 62 1864.4 1.28 5.93 2944 0.77107 6440 3 54.7 9.22 0.24
7125760 3492740 64.231110475 26.846842876 76 55413.3 0.78 7.85 2705 1.4774 5940 0 67.8 3.26 0.17
7074964 3617974 63.755787699 29.387077241 75 3114.8 0.72 5.83 2722 3.0627 4460 3 58 8.25 2.21
6822380 3550260 61.506075461 27.940768448 15 44421.3 1.24 6.02 2678 1.6517 5490 0 69.9 2.0785611 0.64
7352050 3493400 66.260691184 26.849297944 76 55413.3 0.52 6.78 2641 3.1872 5700 3 73.4 1.45 0.57
7095390 3648394 63.927261798 30.022150022 67 6997.8 1.19 2.59 2651 4.399 5740 1 67.5 1.43 0.45
6864450 3442350 61.882431032 25.900722320 26 1315.8 1.25 4.71 2708 2.4734 6170 3 63 4.2111108 0.47
6973280 3658730 62.828928123 30.111754444 60 14280.3 0.825 4.99 2699 3.4611 ND 3 79.4 0.82512577 ND
7609100 3526850 68.564304253 27.653867862 77 11958.7 0.629 6.87 2777 2.3489 4480 4 76.9 4.3730766 0.94
7102100 3510530 64.018801494 27.211821110 76 55413.3 1.83 4.76 2663 1.0043 5750 0 71.9 1.98 0
7734170 3566480 69.678441155 28.710310043 85 3786.1 0.5 6.98 2645 3.071 ND 3 73.3 1.98 ND
7208971 3550294 64.973794737 28.061441284 76 55413.3 0.55 7.77 2695 2.1746 5930 0 69.7 3.04 0.37
6945140 3340240 62.576213881 23.887997547 27 1792.8 1.25 4.85 2880 1.8011 5540 3 54.2 8.728157 0.49
7509550 3476400 67.672087022 26.439494443 60 14280.3 1.04 4.66 2602 3.4362 5130 2 72.1 1.2957264 1.39
6735480 3250290 60.651417327 22.429269642 15 44421.3 2.12 3.15 2777 0.9794 5940 1 64 5.1829056 0.24
6958350 3341930 62.695290441 23.908515515 15 44421.3 1.53 3.12 2777 2.6145 5110 1 59.2 5.9837365 0.55
7129910 3385506 64.249287365 24.635110151 28 22880.6 1.46 5.01 2840 1.2118 6580 3 59.4 7.88 0.2
7221145 3619536 65.065262660 29.536913443 76 55413.3 1.47 3.71 2616 2.8967 3880 1 73.1 0.8 0.95
7009800 3537850 63.188973275 27.748415027 90 61 0.12 0.49 2707 8.632 5080 1 58.8 2.67 0.74
7025037 3413785 63.317214893 25.276332729 15 44421.3 1.16 4.34 2705 2.9465 4530 1 61.6 4.94 0.9
7490990 3620050 67.482326867 29.804670308 74 2743.7 1.39 5.74 2639 1.5189 ND 3 60.1 6.0557213 ND
