Aika [a];Lämpöteho [kW];Kentästä tuleva lämpötila [°C];Kenttään menevä lämpötila
23.500003111;3281.733;33.348;2
23.500005600;4332.346;33.080;2
23.500008088;5064.503;32.846;2
23.500013066;5949.886;32.463;2
23.500018043;6538.857;32.139;2
23.500027998;7197.758;31.632;2
23.500047908;7730.860;30.788;2
23.500067818;7895.028;29.912;2
23.500107637;7766.390;28.062;2
23.500147457;7526.298;26.414;2
23.500227096;7096.173;24.211;2
23.500386375;6534.572;21.888;2
23.500545653;6154.017;20.496;2
23.500864210;5698.175;18.966;2
23.501182767;5393.454;17.988;2
23.501819881;5024.397;16.841;2
23.503094109;4620.777;15.614;2
23.504368337;4366.353;14.849;2
23.506916793;4075.930;13.984;2
23.512013705;3773.991;13.089;2
23.517110617;3587.384;12.538;2
23.527304440;3373.820;11.908;2
23.547692087;3150.578;11.251;2
23.568079734;3012.866;10.847;2
23.608855029;2855.455;10.384;2
23.690405617;2688.415;9.894;2
23.853506794;2519.164;9.397;2
24.000000000;2421.483;9.111;40
24.000000075;-50.343;8.874;40
24.000000151;57.409;8.922;40
24.000000302;-238.990;8.934;40
24.000000603;-833.641;8.996;40
24.000001206;-1578.764;9.094;40
24.000001810;-2174.963;9.179;40
24.000003016;-2988.729;9.334;40
24.000005429;-4031.151;9.594;40
24.000007842;-4764.106;9.823;40
24.000012667;-5653.889;10.201;40
24.000017493;-6250.321;10.520;40
24.000027144;-6917.984;11.021;40
24.000046446;-7472.773;11.842;40
24.000065749;-7655.291;12.684;40
24.000104353;-7548.915;14.484;40
24.000142958;-7318.879;16.114;40
24.000220168;-6894.025;18.327;40
24.000374587;-6332.864;20.676;40
24.000529006;-5951.099;22.083;40
24.000837844;-5492.880;23.629;40
24.001146682;-5186.341;24.616;40
24.001764358;-4814.957;25.772;40
24.002999709;-4408.574;27.009;40
24.004235061;-4152.223;27.780;40
24.006705765;-3859.428;28.653;40
24.011647173;-3555.161;29.555;40
24.016588581;-3367.243;30.110;40
24.026471396;-3152.210;30.744;40
24.046237026;-2927.402;31.405;40
24.066002657;-2788.756;31.813;40
24.105533918;-2630.413;32.279;40
24.184596440;-2462.647;32.771;40
24.342721485;-2293.208;33.268;40
24.500000000;-2188.210;33.575;40
24.500000078;296.975;33.811;2
24.500000156;190.319;33.764;2
24.500000311;493.648;33.749;2
24.500000622;1091.818;33.687;2
24.500001244;1852.700;33.587;2
24.500001867;2454.267;33.500;2
24.500003111;3279.784;33.342;2
24.500005600;4330.405;33.074;2
24.500008088;5062.575;32.841;2
24.500013066;5947.948;32.457;2
24.500018043;6536.965;32.133;2
24.500027998;7195.807;31.626;2
24.500047908;7728.854;30.782;2
24.500067818;7893.080;29.906;2
24.500107637;7764.469;28.056;2
24.500147457;7524.365;26.409;2
24.500227096;7094.229;24.206;2
24.500386374;6532.573;21.882;2
24.500545653;6152.062;20.490;2
24.500864209;5696.223;18.960;2
24.501182766;5391.503;17.982;2
24.501819879;5022.446;16.835;2
24.503094105;4618.825;15.608;2
24.504368332;4364.401;14.844;2
24.506916784;4073.979;13.978;2
24.512013690;3772.039;13.083;2
24.517110595;3585.432;12.532;2
24.527304405;3371.869;11.903;2
24.547692027;3148.629;11.246;2
24.568079648;3010.918;10.841;2
24.608854891;2853.511;10.378;2
24.690405376;2686.476;9.888;2
24.853506346;2517.237;9.392;2
25.000000000;2419.567;9.106;40
